implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
go,episodes-create-help,154,4907.620,1182.000,4728.000,13180,746,0,58,2
rust,episodes-create-help,154,1939.544,0.000,1861.000,6504,358,0,1,1
rust,episodes-create-help,155,1741.091,0.000,1672.000,6688,355,0,1,0
go,episodes-create-help,155,7227.558,4047.000,5059.000,13564,836,0,73,0
go,episodes-create-help,156,6610.459,4306.000,4306.000,13308,787,0,66,0
rust,episodes-create-help,156,2724.498,0.000,2661.000,6652,351,0,1,0
rust,episodes-create-help,157,2543.579,1231.000,1231.000,6340,358,0,1,0
go,episodes-create-help,157,7017.583,2939.000,5879.000,13160,749,0,67,2
go,episodes-create-help,158,9144.379,4967.000,6209.000,13604,843,0,86,0
rust,episodes-create-help,158,2807.864,0.000,2682.000,6532,354,0,1,0
rust,episodes-create-help,159,2009.856,0.000,1921.000,6832,353,0,1,0
go,episodes-create-help,159,7138.732,4552.000,3414.000,13436,803,0,78,0
go,episodes-create-help,160,4851.724,1187.000,4750.000,13548,835,0,66,0
rust,episodes-create-help,160,4114.200,2008.000,2008.000,6492,357,0,1,1
rust,episodes-create-help,161,2355.676,0.000,2267.000,6608,351,0,1,0
go,episodes-create-help,161,10026.026,6378.000,5315.000,13420,797,0,101,0
go,episodes-create-help,162,9565.751,3568.000,4757.000,13564,836,0,76,0
rust,episodes-create-help,162,2287.897,737.000,1474.000,6744,351,0,1,0
rust,episodes-create-help,163,2665.587,0.000,2544.000,6724,350,0,1,0
go,episodes-create-help,163,8039.032,1237.000,9897.000,13400,819,0,72,1
go,episodes-create-help,164,7482.517,1907.000,8581.000,13544,857,0,57,2
rust,episodes-create-help,164,3182.769,1017.000,2035.000,6480,357,0,1,0
rust,episodes-create-help,165,2751.348,1753.000,876.000,6792,351,0,1,0
go,episodes-create-help,165,6155.704,4698.000,2819.000,13420,820,0,64,1
go,episodes-create-help,166,5521.743,962.000,5777.000,13216,750,0,68,0
rust,episodes-create-help,166,2529.251,1222.000,1222.000,6876,350,0,1,1
rust,episodes-create-help,167,2288.590,0.000,2207.000,6836,351,0,1,0
go,episodes-create-help,167,5526.362,3344.000,3344.000,13176,770,0,72,0
go,episodes-create-help,168,7211.608,4124.000,5774.000,13212,775,0,77,1
rust,episodes-create-help,168,2454.882,789.000,1578.000,6804,351,0,1,1
rust,episodes-create-help,169,2561.343,0.000,2474.000,6720,350,0,1,0
go,episodes-create-help,169,6052.731,2910.000,4851.000,13564,831,0,68,0
go,episodes-create-help,170,5911.144,1204.000,6022.000,13440,808,0,64,0
rust,episodes-create-help,170,2546.004,1637.000,818.000,6792,350,0,1,1
rust,episodes-create-help,171,2297.756,0.000,2199.000,6872,353,0,1,1
go,episodes-create-help,171,6188.075,3994.000,3994.000,13428,778,0,68,0
go,episodes-create-help,172,4935.241,1548.000,4646.000,13160,760,0,69,0
rust,episodes-create-help,172,2059.518,988.000,988.000,6668,355,0,1,0
rust,episodes-create-help,173,1974.229,946.000,946.000,6844,353,0,1,0
go,episodes-create-help,173,5217.001,2428.000,4047.000,13404,845,0,73,0
go,episodes-create-help,174,4793.254,5991.000,0.000,13440,807,0,65,0
rust,episodes-create-help,174,1946.026,0.000,1884.000,6872,351,0,1,0
rust,episodes-create-help,175,1718.398,0.000,1663.000,6708,351,0,1,0
go,episodes-create-help,175,4262.448,1388.000,4164.000,13472,826,0,66,0
go,episodes-create-help,176,4965.478,1060.000,5304.000,13172,778,0,68,0
rust,episodes-create-help,176,2041.645,0.000,1974.000,6408,356,0,1,0
rust,episodes-create-help,177,1787.868,0.000,1727.000,6736,351,0,1,0
go,episodes-create-help,177,4684.773,1757.000,4393.000,13600,819,0,58,1
go,episodes-create-help,178,4521.824,3363.000,2242.000,13548,839,0,67,0
rust,episodes-create-help,178,1923.073,934.000,934.000,6688,352,0,1,0
rust,episodes-create-help,179,1796.875,0.000,1732.000,6828,351,0,1,0
go,episodes-create-help,179,4625.620,3410.000,2273.000,13436,802,0,69,0
go,episodes-create-help,180,4687.105,2958.000,2958.000,13400,836,0,67,0
rust,episodes-create-help,180,1857.510,1787.000,0.000,6728,352,0,1,0
rust,episodes-create-help,181,2202.058,0.000,2126.000,6716,350,0,1,0
go,episodes-create-help,181,4559.035,1660.000,4151.000,13420,808,0,61,0
go,episodes-create-help,182,5475.637,2233.000,4466.000,13416,805,0,72,0
rust,episodes-create-help,182,1866.096,909.000,909.000,6896,352,0,1,0
rust,episodes-create-help,183,1590.438,1542.000,0.000,6720,351,0,1,0
go,episodes-create-help,183,3908.033,2643.000,2643.000,13396,827,0,63,0
go,episodes-create-help,184,4011.816,2146.000,3219.000,13432,813,0,62,1
rust,episodes-create-help,184,1805.031,872.000,872.000,6556,351,0,1,1
rust,episodes-create-help,185,2173.854,1064.000,1064.000,6712,351,0,1,0
go,episodes-create-help,185,4188.849,1280.000,3840.000,13472,806,0,64,1
go,episodes-create-help,186,4493.863,2294.000,3441.000,13432,818,0,62,1
rust,episodes-create-help,186,4218.344,2082.000,2082.000,6824,349,0,1,0
rust,episodes-create-help,187,1941.267,0.000,1896.000,6824,352,0,1,0
go,episodes-create-help,187,3973.895,2496.000,2496.000,13432,799,0,64,0
go,episodes-create-help,188,3929.342,3867.000,966.000,13148,775,0,63,0
rust,episodes-create-help,188,1666.952,0.000,1620.000,6776,351,0,1,0
rust,episodes-create-help,189,1568.386,1516.000,0.000,6408,356,0,1,0
go,episodes-create-help,189,4205.349,2453.000,2453.000,13548,834,0,55,3
go,episodes-create-help,190,3878.597,2916.000,1944.000,13304,793,0,55,0
rust,episodes-create-help,190,3588.971,0.000,3536.000,6876,352,0,1,0
rust,episodes-create-help,191,1880.904,904.000,904.000,6704,352,0,1,0
go,episodes-create-help,191,8034.043,2728.000,7276.000,13232,833,0,94,3
go,episodes-create-help,192,9029.635,5202.000,5202.000,13420,842,0,95,0
rust,episodes-create-help,192,3338.602,2167.000,1083.000,6732,351,0,1,0
rust,episodes-create-help,193,1632.588,1549.000,0.000,6876,352,0,1,0
go,episodes-create-help,193,7940.617,4647.000,4647.000,13428,810,0,84,0
go,episodes-create-help,194,8338.685,6935.000,3467.000,13180,766,0,89,0
rust,episodes-create-help,194,3016.067,0.000,2891.000,6856,350,0,1,1
rust,episodes-create-help,195,3861.234,939.000,2819.000,6632,351,0,1,1
go,episodes-create-help,195,6212.781,2731.000,5463.000,13392,802,0,70,0
go,episodes-create-help,196,6406.395,1821.000,6376.000,13340,808,0,70,0
rust,episodes-create-help,196,2619.370,1270.000,1270.000,6880,351,0,1,0
rust,episodes-create-help,197,3698.128,1808.000,1808.000,6816,353,0,1,0
go,episodes-create-help,197,6448.003,2501.000,6254.000,13184,771,0,74,0
go,episodes-create-help,198,8192.911,4010.000,7018.000,12988,773,0,78,0
rust,episodes-create-help,198,3617.056,1180.000,2360.000,6716,351,0,1,0
rust,episodes-create-help,199,2874.460,0.000,2767.000,6712,352,0,1,0
go,episodes-create-help,199,8156.272,4648.000,5810.000,13148,775,0,75,2
go,episodes-create-help,200,6248.891,2362.000,5905.000,13288,783,0,60,0
rust,episodes-create-help,200,2441.205,0.000,2339.000,6784,352,0,1,0
rust,episodes-create-help,201,4022.186,2932.000,977.000,6784,351,0,1,0
go,episodes-create-help,201,9300.652,6740.000,5616.000,13548,858,0,87,0
go,episodes-create-help,202,6768.977,4509.000,4509.000,12972,752,0,79,0
rust,episodes-create-help,202,4059.597,1992.000,1992.000,6652,351,0,1,0
rust,episodes-create-help,203,4419.903,934.000,2804.000,6804,352,0,1,1
go,episodes-create-help,203,7848.895,4888.000,4888.000,13564,830,0,71,0
go,episodes-create-help,204,5961.130,2256.000,5641.000,13488,824,0,72,2
rust,episodes-create-help,204,2209.222,0.000,2124.000,6868,351,0,1,0
rust,episodes-create-help,205,3669.342,2389.000,1194.000,6408,356,0,1,0
go,episodes-create-help,205,5848.929,2974.000,3966.000,13364,802,0,64,0
go,episodes-create-help,206,5785.429,1816.000,5448.000,13248,811,0,70,0
rust,episodes-create-help,206,2012.962,956.000,956.000,6944,353,0,1,0
rust,episodes-create-help,207,3345.755,0.000,2741.000,6732,353,0,1,1
go,episodes-create-help,207,4800.980,4603.000,1534.000,13428,827,0,68,0
go,episodes-create-help,208,7732.777,5355.000,4284.000,13148,766,0,76,0
rust,episodes-create-help,208,3656.538,881.000,2645.000,6572,350,0,1,0
rust,episodes-create-help,209,3772.948,1192.000,2384.000,6612,351,0,1,1
go,episodes-create-help,209,8446.469,5143.000,5143.000,13564,825,0,86,1
go,episodes-create-help,210,8952.559,2931.000,7816.000,13436,835,0,96,0
rust,episodes-create-help,210,2568.045,0.000,2031.000,6876,351,0,1,1
rust,episodes-create-help,211,3919.653,946.000,2838.000,6728,352,0,1,0
go,episodes-create-help,211,9559.019,2371.000,8300.000,13432,814,0,92,2
go,episodes-create-help,212,7505.581,1857.000,7431.000,13600,857,0,80,0
rust,episodes-create-help,212,3723.355,1213.000,2427.000,6740,351,0,1,0
rust,episodes-create-help,213,3385.610,1084.000,2169.000,6736,350,0,1,1
go,episodes-create-help,213,7160.813,3353.000,5588.000,13544,838,0,75,0
go,episodes-create-help,214,5586.234,1060.000,6362.000,13436,819,0,71,0
rust,episodes-create-help,214,2485.350,1188.000,1188.000,6704,352,0,1,0
rust,episodes-create-help,215,2139.879,1030.000,1030.000,6720,351,0,1,0
go,episodes-create-help,215,7664.920,3751.000,5627.000,13336,809,0,88,1
go,episodes-create-help,216,4612.405,857.000,5144.000,13164,754,0,63,0
rust,episodes-create-help,216,1790.814,0.000,1745.000,6712,350,0,1,0
rust,episodes-create-help,217,2317.624,747.000,1495.000,6696,351,0,1,0
go,episodes-create-help,217,4241.829,2875.000,2875.000,13404,799,0,59,0
go,episodes-create-help,218,4910.005,2987.000,2987.000,13560,838,0,64,0
rust,episodes-create-help,218,2381.685,0.000,1916.000,6744,350,0,1,1
rust,episodes-create-help,219,2455.544,0.000,2318.000,6660,351,0,1,1
go,episodes-create-help,219,4666.076,3121.000,3121.000,13164,745,0,51,0
go,episodes-create-help,220,5498.420,3025.000,4034.000,13304,816,0,66,0
rust,episodes-create-help,220,2232.274,0.000,2143.000,6888,352,0,1,1
rust,episodes-create-help,221,2431.438,0.000,1934.000,6748,350,0,1,1
go,episodes-create-help,221,4479.805,4103.000,1641.000,13224,755,0,64,0
go,episodes-create-help,222,6063.871,3708.000,3708.000,13420,819,0,74,0
rust,episodes-create-help,222,3489.586,0.000,3402.000,6732,352,0,1,1
rust,episodes-create-help,223,3112.978,2009.000,1004.000,6884,352,0,1,0
go,episodes-create-help,223,7495.812,4909.000,4909.000,13436,827,0,90,0
go,episodes-create-help,224,7497.594,5901.000,3540.000,13420,804,0,75,0
rust,episodes-create-help,224,2444.333,1159.000,1159.000,6796,349,0,1,0
rust,episodes-create-help,225,2571.992,0.000,2410.000,6492,357,0,1,0
go,episodes-create-help,225,6581.274,3462.000,5193.000,13468,842,0,72,0
go,episodes-create-help,226,5509.561,1222.000,6110.000,13564,836,0,68,0
rust,episodes-create-help,226,4522.766,0.000,4398.000,6728,355,0,1,1
rust,episodes-create-help,227,2184.133,0.000,2093.000,6600,350,0,1,0
go,episodes-create-help,227,8473.129,4496.000,5620.000,13532,855,0,91,1
go,episodes-create-help,228,8090.169,1020.000,9185.000,13484,834,0,83,1
rust,episodes-create-help,228,2032.488,0.000,1948.000,6812,351,0,1,0
rust,episodes-create-help,229,2006.690,0.000,1884.000,6616,351,0,1,0
go,episodes-create-help,229,4911.267,1355.000,5421.000,13432,831,0,65,0
go,episodes-create-help,230,9197.679,6957.000,3478.000,13432,812,0,84,3
rust,episodes-create-help,230,3864.521,1252.000,2504.000,6668,353,0,1,0
rust,episodes-create-help,231,3779.190,1215.000,2431.000,6688,352,0,1,1
go,episodes-create-help,231,7680.609,983.000,8855.000,13172,761,0,73,0
go,episodes-create-help,232,8432.581,5921.000,4737.000,13184,753,0,85,0
rust,episodes-create-help,232,3465.961,1127.000,2255.000,6896,352,0,1,0
rust,episodes-create-help,233,2868.427,1862.000,931.000,6700,351,0,1,0
go,episodes-create-help,233,5729.924,1858.000,5574.000,13184,768,0,66,0
go,episodes-create-help,234,6265.872,2096.000,4193.000,13532,806,0,60,0
rust,episodes-create-help,234,2798.206,882.000,1765.000,6860,352,0,1,1
rust,episodes-create-help,235,2662.361,1269.000,1269.000,6724,352,0,1,0
go,episodes-create-help,235,5361.103,4016.000,2677.000,13404,821,0,67,0
go,episodes-create-help,236,5289.197,2506.000,3759.000,13276,789,0,72,1
rust,episodes-create-help,236,2186.447,0.000,2101.000,6800,351,0,1,0
rust,episodes-create-help,237,2186.768,1046.000,1046.000,6840,350,0,1,0
go,episodes-create-help,237,4360.231,1608.000,4021.000,13440,806,0,63,0
go,episodes-create-help,238,4526.745,4252.000,1417.000,13420,821,0,68,0
rust,episodes-create-help,238,2105.515,1013.000,1013.000,6792,350,0,1,1
rust,episodes-create-help,239,2523.441,0.000,2440.000,6720,350,0,1,0
go,episodes-create-help,239,5233.120,5275.000,1318.000,13548,831,0,74,2
go,episodes-create-help,240,4902.310,3087.000,3087.000,13432,796,0,59,0
rust,episodes-create-help,240,2055.972,0.000,2001.000,6496,356,0,1,0
rust,episodes-create-help,241,1910.279,0.000,1844.000,6864,352,0,1,0
go,episodes-create-help,241,4322.540,1351.000,4055.000,13340,819,0,67,0
go,episodes-create-help,242,4688.197,3622.000,2414.000,13220,768,0,68,0
rust,episodes-create-help,242,2299.640,623.000,1246.000,6936,353,0,1,1
rust,episodes-create-help,243,2388.437,0.000,2328.000,6756,351,0,1,0
go,episodes-create-help,243,4537.274,2945.000,2945.000,13600,854,0,53,1
go,episodes-create-help,244,4426.887,939.000,4699.000,13416,824,0,64,0
rust,episodes-create-help,244,2081.470,0.000,2009.000,6500,357,0,1,1
rust,episodes-create-help,245,2425.907,0.000,2371.000,6668,352,0,1,0
go,episodes-create-help,245,6988.689,2759.000,4139.000,13404,803,0,90,1
go,episodes-create-help,246,5708.495,2561.000,3842.000,13548,847,0,66,1
rust,episodes-create-help,246,2581.530,0.000,2525.000,6744,352,0,1,0
rust,episodes-create-help,247,2809.979,0.000,2741.000,6792,352,0,1,1
go,episodes-create-help,247,4718.424,0.000,5955.000,13492,803,0,67,1
go,episodes-create-help,248,4787.164,925.000,5555.000,13404,812,0,64,0
rust,episodes-create-help,248,2508.442,0.000,2410.000,6804,350,0,1,1
rust,episodes-create-help,249,2380.083,1129.000,1129.000,6668,352,0,1,0
go,episodes-create-help,249,6104.739,4323.000,3458.000,13308,809,0,69,0
go,episodes-create-help,250,4413.902,2412.000,3217.000,13084,763,0,56,0
rust,episodes-create-help,250,1948.181,0.000,1872.000,6792,352,0,1,0
rust,episodes-create-help,251,1713.840,1645.000,0.000,6728,352,0,1,0
go,episodes-create-help,251,5353.567,3421.000,3421.000,13556,835,0,80,0
go,episodes-create-help,252,7716.006,5657.000,3771.000,13420,815,0,86,0
rust,episodes-create-help,252,2842.701,0.000,2735.000,6756,351,0,1,1
rust,episodes-create-help,253,3849.181,932.000,2798.000,6664,350,0,1,1
go,episodes-create-help,253,6637.880,2801.000,5602.000,13340,820,0,70,0
go,episodes-create-help,254,5366.442,3873.000,2904.000,13276,813,0,65,0
rust,episodes-create-help,254,2485.138,795.000,1590.000,6528,351,0,1,1
rust,episodes-create-help,255,3264.783,1053.000,2107.000,6488,356,0,1,0
go,episodes-create-help,255,9883.639,5431.000,6517.000,13536,808,0,92,1
go,episodes-create-help,256,6887.809,2270.000,5677.000,13420,808,0,73,2
rust,episodes-create-help,256,3674.514,0.000,3604.000,6668,351,0,1,0
rust,episodes-create-help,257,3627.524,2657.000,885.000,6856,352,0,1,0
go,episodes-create-help,257,9184.775,6897.000,4598.000,13416,824,0,91,0
go,episodes-create-help,258,5786.280,3284.000,4105.000,13436,827,0,67,0
rust,episodes-create-help,258,2129.320,1024.000,1024.000,6808,351,0,1,0
rust,episodes-create-help,259,2062.386,988.000,988.000,6700,351,0,1,0
go,episodes-create-help,259,4422.028,943.000,4718.000,13392,795,0,64,0
go,episodes-create-help,260,6709.665,2624.000,5248.000,13564,830,0,78,0
rust,episodes-create-help,260,1905.170,911.000,911.000,6684,351,0,1,0
rust,episodes-create-help,261,3236.359,0.000,3151.000,6808,354,0,1,0
go,episodes-create-help,261,5426.645,2839.000,4259.000,13276,800,0,66,0
go,episodes-create-help,262,5316.797,5536.000,1107.000,13440,795,0,61,0
rust,episodes-create-help,262,2933.922,945.000,1890.000,6816,350,0,1,1
rust,episodes-create-help,263,2059.831,0.000,1984.000,6832,352,0,1,0
go,episodes-create-help,263,5836.164,2491.000,4983.000,13292,809,0,65,0
go,episodes-create-help,264,6242.217,5164.000,2582.000,13416,810,0,79,0
rust,episodes-create-help,264,2667.893,1284.000,1284.000,6816,351,0,1,0
rust,episodes-create-help,265,1502.272,0.000,1443.000,6916,352,0,1,0
go,episodes-create-help,265,5190.440,3953.000,2635.000,13236,749,0,66,0
go,episodes-create-help,266,6421.243,3408.000,4260.000,13240,795,0,80,0
rust,episodes-create-help,266,3376.675,824.000,2474.000,6632,351,0,1,0
rust,episodes-create-help,267,1916.068,0.000,1854.000,6752,351,0,1,0
go,episodes-create-help,267,7751.311,6777.000,2259.000,13172,762,0,79,1
go,episodes-create-help,268,10719.990,6722.000,6722.000,13420,806,0,92,0
rust,episodes-create-help,268,2901.761,0.000,2775.000,6828,351,0,1,0
rust,episodes-create-help,269,2088.904,0.000,1929.000,6876,351,0,1,0
go,episodes-create-help,269,6969.633,3392.000,5654.000,13432,820,0,84,0
go,episodes-create-help,270,8699.924,7605.000,3802.000,13480,818,0,88,0
rust,episodes-create-help,270,3511.648,1133.000,2267.000,6776,351,0,1,1
rust,episodes-create-help,271,3619.120,0.000,3455.000,6676,352,0,1,0
go,episodes-create-help,271,6030.280,3006.000,5011.000,13416,822,0,63,0
go,episodes-create-help,272,8174.397,2016.000,8064.000,13436,819,0,76,0
rust,episodes-create-help,272,3045.502,980.000,1960.000,6544,351,0,1,1
rust,episodes-create-help,273,3168.302,1010.000,2021.000,6344,358,0,1,0
go,episodes-create-help,273,6705.397,5824.000,2912.000,13148,765,0,64,0
go,episodes-create-help,274,7990.561,3316.000,6632.000,13244,828,0,90,0
rust,episodes-create-help,274,3113.249,0.000,3068.000,6828,351,0,1,0
rust,episodes-create-help,275,4038.156,1659.000,1659.000,6668,349,0,1,1
go,episodes-create-help,275,7986.994,4237.000,5649.000,13404,805,0,79,0
go,episodes-create-help,276,9602.470,7613.000,4350.000,13368,788,0,95,0
rust,episodes-create-help,276,2489.498,774.000,1548.000,6700,350,0,1,0
rust,episodes-create-help,277,4216.501,0.000,3988.000,6732,351,0,1,1
go,episodes-create-help,277,7192.241,6159.000,3695.000,13604,860,0,75,1
go,episodes-create-help,278,5529.499,1065.000,6391.000,13416,826,0,68,0
rust,episodes-create-help,278,2681.738,0.000,2596.000,6684,351,0,1,0
rust,episodes-create-help,279,2365.413,0.000,2248.000,6476,359,0,1,0
go,episodes-create-help,279,9374.390,4695.000,7043.000,13548,832,0,87,0
go,episodes-create-help,280,9703.961,8223.000,3524.000,13440,800,0,81,0
rust,episodes-create-help,280,2903.845,950.000,1900.000,6792,351,0,1,0
rust,episodes-create-help,281,3522.477,1152.000,2305.000,6776,351,0,1,0
go,episodes-create-help,281,5240.525,0.000,7050.000,13340,807,0,66,0
go,episodes-create-help,282,5032.144,1371.000,5486.000,13600,840,0,66,0
rust,episodes-create-help,282,2765.796,0.000,2686.000,6848,352,0,1,0
rust,episodes-create-help,283,2880.903,0.000,2811.000,6736,352,0,1,0
go,episodes-create-help,283,6019.680,1917.000,5753.000,13532,851,0,66,0
go,episodes-create-help,284,6747.257,3376.000,5065.000,13404,814,0,68,1
rust,episodes-create-help,284,2914.375,1904.000,952.000,6892,351,0,1,0
rust,episodes-create-help,285,2687.830,0.000,2597.000,6496,356,0,1,1
go,episodes-create-help,285,5022.276,5097.000,1274.000,13340,812,0,64,0
go,episodes-create-help,286,5403.711,2400.000,4801.000,13340,827,0,71,0
rust,episodes-create-help,286,2039.602,1950.000,0.000,6712,352,0,1,0
rust,episodes-create-help,287,2963.989,0.000,2835.000,6792,352,0,1,1
go,episodes-create-help,287,7638.610,4028.000,6042.000,13436,818,0,81,2
go,episodes-create-help,288,7301.667,3184.000,6369.000,13148,749,0,74,0
rust,episodes-create-help,288,3007.561,0.000,2905.000,6900,352,0,1,0
rust,episodes-create-help,289,1863.120,0.000,1724.000,6788,352,0,1,0
go,episodes-create-help,289,5632.232,2042.000,5106.000,13544,851,0,62,0
go,episodes-create-help,290,4597.457,1484.000,4454.000,13304,772,0,54,0
rust,episodes-create-help,290,1900.200,919.000,919.000,6780,351,0,1,0
rust,episodes-create-help,291,3459.370,842.000,2527.000,6812,350,0,1,1
go,episodes-create-help,291,6025.139,3160.000,4214.000,13472,862,0,69,0
go,episodes-create-help,292,7717.499,3690.000,6151.000,13180,769,0,78,0
rust,episodes-create-help,292,3400.900,2179.000,1089.000,6620,351,0,1,1
rust,episodes-create-help,293,2873.328,919.000,1839.000,6776,352,0,1,0
go,episodes-create-help,293,7217.078,0.000,8653.000,13548,827,0,91,0
go,episodes-create-help,294,7297.178,7831.000,1118.000,13432,829,0,74,0
rust,episodes-create-help,294,2564.858,820.000,1640.000,6648,351,0,1,0
rust,episodes-create-help,295,2924.354,1868.000,934.000,6404,358,0,1,0
go,episodes-create-help,295,5165.334,3404.000,3404.000,13180,769,0,66,0
go,episodes-create-help,296,5317.089,3923.000,2615.000,13276,788,0,59,0
rust,episodes-create-help,296,1986.882,950.000,950.000,6684,351,0,1,0
rust,episodes-create-help,297,4006.016,0.000,3876.000,6708,350,0,1,0
go,episodes-create-help,297,6062.730,4559.000,3039.000,13532,815,0,71,0
go,episodes-create-help,298,6046.809,3607.000,4809.000,13312,803,0,69,0
rust,episodes-create-help,298,3721.962,1201.000,2402.000,6692,351,0,1,1
rust,episodes-create-help,299,2588.543,0.000,2503.000,6772,351,0,1,0
go,episodes-create-help,299,5370.369,3019.000,4025.000,13436,798,0,67,0
