implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
go,root-help,267,5019.571,2507.000,4179.000,13160,764,0,66,0
go,root-help,268,5329.031,4482.000,2241.000,13308,805,0,65,0
rust,root-help,268,2338.954,0.000,2257.000,6680,351,0,1,0
rust,root-help,269,1688.573,0.000,1617.000,6732,351,0,1,0
go,root-help,269,5095.353,6381.000,0.000,13432,794,0,61,0
go,root-help,270,4810.557,1504.000,4513.000,13180,774,0,52,0
rust,root-help,270,3064.107,0.000,2990.000,6684,350,0,1,1
rust,root-help,271,1865.625,0.000,1766.000,6720,352,0,1,0
go,root-help,271,4991.698,3231.000,3231.000,13532,848,0,56,0
go,root-help,272,4698.587,1169.000,4678.000,13532,822,0,67,0
rust,root-help,272,2002.973,970.000,970.000,6664,350,0,1,0
rust,root-help,273,2675.937,1093.000,1093.000,6664,352,0,1,1
go,root-help,273,6288.944,1708.000,5980.000,13488,841,0,60,0
go,root-help,274,5236.789,2093.000,4187.000,13164,768,0,59,2
rust,root-help,274,2917.091,0.000,2846.000,6652,349,0,1,0
rust,root-help,275,2001.269,0.000,1928.000,6604,349,0,1,0
go,root-help,275,6802.981,5135.000,3081.000,13468,829,0,69,0
go,root-help,276,5414.062,986.000,5920.000,13404,807,0,63,0
rust,root-help,276,2365.223,1148.000,1148.000,6424,350,0,1,0
rust,root-help,277,2406.360,0.000,2347.000,6472,350,0,1,0
go,root-help,277,5802.060,2795.000,4659.000,13564,836,0,63,0
go,root-help,278,7862.491,2982.000,6958.000,13216,772,0,86,0
rust,root-help,278,2770.696,902.000,1804.000,6732,351,0,1,0
rust,root-help,279,1732.655,0.000,1633.000,6624,350,0,1,0
go,root-help,279,6867.281,3753.000,4691.000,13560,819,0,76,2
go,root-help,280,5551.649,2033.000,5083.000,13244,807,0,66,0
rust,root-help,280,2121.135,0.000,2052.000,6572,350,0,1,1
rust,root-help,281,3046.234,0.000,2969.000,6476,349,0,1,0
go,root-help,281,5356.022,2705.000,4057.000,13436,801,0,59,0
go,root-help,282,4323.242,1399.000,4199.000,13276,780,0,53,0
rust,root-help,282,3765.514,924.000,2773.000,6716,349,0,1,0
rust,root-help,283,3510.285,0.000,3437.000,6548,349,0,1,0
go,root-help,283,5461.992,3340.000,3340.000,13148,753,0,57,1
go,root-help,284,4786.832,2948.000,2948.000,13220,746,0,59,0
rust,root-help,284,2227.955,0.000,2138.000,6608,351,0,1,0
rust,root-help,285,1900.731,0.000,1813.000,6592,350,0,1,0
go,root-help,285,5168.289,4260.000,2130.000,13276,798,0,65,0
go,root-help,286,4893.783,1759.000,4397.000,13404,816,0,66,0
rust,root-help,286,2005.428,967.000,967.000,6344,350,0,1,1
rust,root-help,287,2417.522,1177.000,1177.000,6736,349,0,1,0
go,root-help,287,4440.412,2185.000,3278.000,13404,797,0,56,0
go,root-help,288,5462.362,2195.000,4390.000,13164,753,0,67,0
rust,root-help,288,2010.417,965.000,965.000,6656,351,0,1,0
rust,root-help,289,2180.657,0.000,2121.000,6800,350,0,1,0
go,root-help,289,4684.590,1762.000,4405.000,13472,822,0,70,1
go,root-help,290,5148.262,1178.000,4715.000,13428,838,0,66,0
rust,root-help,290,1917.061,926.000,926.000,6352,356,0,1,1
rust,root-help,291,1609.243,0.000,1551.000,6752,349,0,1,0
go,root-help,291,4378.917,2704.000,2704.000,13180,761,0,61,0
go,root-help,292,4653.202,4595.000,1148.000,13392,819,0,70,1
rust,root-help,292,2044.831,993.000,993.000,6732,351,0,1,0
rust,root-help,293,1997.362,968.000,968.000,6640,350,0,1,0
go,root-help,293,4532.485,2318.000,3477.000,13436,818,0,61,0
go,root-help,294,4523.428,3427.000,2284.000,13404,798,0,64,0
rust,root-help,294,2308.787,0.000,2244.000,6552,352,0,1,0
rust,root-help,295,1660.559,795.000,795.000,6548,350,0,1,0
go,root-help,295,5223.112,1979.000,3959.000,13476,811,0,67,2
go,root-help,296,5491.677,2138.000,4277.000,13308,813,0,64,1
rust,root-help,296,2303.777,0.000,2238.000,6744,350,0,1,0
rust,root-help,297,1822.103,882.000,882.000,6608,350,0,1,0
go,root-help,297,4566.608,2787.000,2787.000,13084,750,0,68,0
go,root-help,298,4512.477,0.000,5490.000,13308,792,0,63,0
rust,root-help,298,1901.212,1836.000,0.000,6600,350,0,1,0
rust,root-help,299,1927.921,931.000,931.000,6408,352,0,1,0
go,root-help,299,4844.710,1225.000,4902.000,13404,804,0,64,0
go,episodes-create-help,0,5623.895,2031.000,5079.000,13340,810,0,74,0
rust,episodes-create-help,0,2365.784,0.000,2292.000,6716,353,0,1,0
rust,episodes-create-help,1,2795.121,1792.000,896.000,6792,351,0,1,0
go,episodes-create-help,1,6439.628,1976.000,5929.000,13336,829,0,78,0
go,episodes-create-help,2,6046.890,2404.000,4809.000,13420,826,0,67,1
rust,episodes-create-help,2,2269.463,0.000,2194.000,6752,353,0,1,0
rust,episodes-create-help,3,1682.310,0.000,1619.000,6632,350,0,1,0
go,episodes-create-help,3,5037.795,2754.000,3672.000,13276,786,0,68,0
go,episodes-create-help,4,5787.182,1824.000,5473.000,13436,804,0,76,0
rust,episodes-create-help,4,2131.934,1002.000,1002.000,6748,351,0,1,0
rust,episodes-create-help,5,2044.992,964.000,964.000,6728,351,0,1,0
go,episodes-create-help,5,5808.863,2452.000,4904.000,13148,750,0,77,0
go,episodes-create-help,6,5166.787,3999.000,2666.000,13568,816,0,68,0
rust,episodes-create-help,6,3617.436,0.000,3502.000,6744,352,0,1,0
rust,episodes-create-help,7,2288.209,0.000,2181.000,6724,350,0,1,0
go,episodes-create-help,7,8714.200,5059.000,6070.000,13476,793,0,75,1
go,episodes-create-help,8,6087.466,3449.000,4599.000,13404,790,0,68,0
rust,episodes-create-help,8,3121.444,0.000,3003.000,6712,350,0,1,1
rust,episodes-create-help,9,3276.566,1564.000,1564.000,6764,349,0,1,0
go,episodes-create-help,9,8182.934,5651.000,4521.000,13476,813,0,83,0
go,episodes-create-help,10,5826.065,4489.000,3367.000,13020,774,0,71,0
rust,episodes-create-help,10,3099.774,1000.000,2001.000,6644,350,0,1,0
rust,episodes-create-help,11,4248.591,2061.000,2061.000,6816,351,0,1,0
go,episodes-create-help,11,5069.213,1599.000,5596.000,13340,791,0,67,0
go,episodes-create-help,12,8857.069,2744.000,8234.000,13544,836,0,85,0
rust,episodes-create-help,12,2967.977,956.000,1913.000,6780,351,0,1,1
rust,episodes-create-help,13,2399.218,0.000,2311.000,6748,352,0,1,0
go,episodes-create-help,13,5697.724,2500.000,5000.000,13340,812,0,69,0
go,episodes-create-help,14,6161.464,5830.000,2332.000,13440,823,0,77,2
rust,episodes-create-help,14,3244.445,0.000,3144.000,6876,353,0,0,1
rust,episodes-create-help,15,2836.238,1348.000,1348.000,6408,357,0,1,1
go,episodes-create-help,15,5863.206,5054.000,2527.000,13308,784,0,69,0
go,episodes-create-help,16,4583.951,836.000,5021.000,13176,762,0,59,0
rust,episodes-create-help,16,1871.085,888.000,888.000,6680,354,0,1,1
rust,episodes-create-help,17,2417.010,1170.000,1170.000,6628,350,0,1,0
go,episodes-create-help,17,4748.571,3688.000,2459.000,13396,806,0,66,0
go,episodes-create-help,18,4920.965,2546.000,3819.000,13356,821,0,62,4
rust,episodes-create-help,18,2374.251,0.000,1903.000,6624,352,0,1,1
rust,episodes-create-help,19,3968.747,973.000,2919.000,6652,352,0,1,0
go,episodes-create-help,19,6099.158,0.000,7899.000,13148,759,0,81,0
go,episodes-create-help,20,4872.755,3893.000,2595.000,13532,790,0,66,0
rust,episodes-create-help,20,2141.904,1031.000,1031.000,6728,351,0,1,0
rust,episodes-create-help,21,2358.611,1136.000,1136.000,6600,350,0,1,0
go,episodes-create-help,21,4374.239,1370.000,4111.000,13180,750,0,61,0
go,episodes-create-help,22,4961.020,2328.000,3881.000,13428,820,0,60,0
rust,episodes-create-help,22,1986.532,0.000,1899.000,6504,358,0,1,0
rust,episodes-create-help,23,2225.851,0.000,2180.000,6852,351,0,1,0
go,episodes-create-help,23,4437.246,2400.000,3200.000,13476,823,0,67,0
go,episodes-create-help,24,4542.815,4249.000,1416.000,13604,826,0,61,2
rust,episodes-create-help,24,1928.552,937.000,937.000,6684,355,0,1,0
rust,episodes-create-help,25,1685.776,0.000,1630.000,6716,352,0,1,0
go,episodes-create-help,25,5057.702,3071.000,3071.000,13352,792,0,57,0
go,episodes-create-help,26,5344.109,4045.000,2697.000,13548,838,0,74,0
rust,episodes-create-help,26,2341.890,1130.000,1130.000,6832,352,0,1,0
rust,episodes-create-help,27,1996.822,971.000,971.000,6812,353,0,1,0
go,episodes-create-help,27,4393.113,3445.000,2296.000,13292,781,0,57,0
go,episodes-create-help,28,7681.261,1075.000,8604.000,13300,785,0,89,0
rust,episodes-create-help,28,2066.442,0.000,2025.000,6736,351,0,1,0
rust,episodes-create-help,29,3696.745,897.000,2692.000,6536,354,0,1,0
go,episodes-create-help,29,8360.226,4681.000,5852.000,13432,817,0,82,2
go,episodes-create-help,30,8506.109,3179.000,7419.000,13420,821,0,90,0
rust,episodes-create-help,30,3497.541,2258.000,1129.000,6644,351,0,1,0
rust,episodes-create-help,31,3654.356,886.000,2658.000,6688,351,0,1,0
go,episodes-create-help,31,7980.724,4066.000,6099.000,13568,809,0,84,1
go,episodes-create-help,32,9454.390,4593.000,6890.000,13404,839,0,87,0
rust,episodes-create-help,32,3213.878,0.000,3105.000,6800,355,0,1,0
rust,episodes-create-help,33,2532.798,1225.000,1225.000,6776,352,0,1,0
go,episodes-create-help,33,9752.621,4044.000,10111.000,13308,818,0,84,0
go,episodes-create-help,34,6083.499,1171.000,7031.000,13432,828,0,65,1
rust,episodes-create-help,34,4193.268,1028.000,3085.000,6856,353,0,1,0
rust,episodes-create-help,35,2618.348,839.000,1678.000,6768,350,0,1,0
go,episodes-create-help,35,6565.114,3245.000,5680.000,13176,749,0,67,2
go,episodes-create-help,36,6189.027,2227.000,5569.000,13404,801,0,73,0
rust,episodes-create-help,36,2806.753,0.000,2739.000,6700,350,0,1,0
rust,episodes-create-help,37,2579.707,0.000,2503.000,6672,350,0,1,0
go,episodes-create-help,37,6634.574,4818.000,3613.000,13340,806,0,69,0
go,episodes-create-help,38,7909.629,5998.000,4498.000,13176,768,0,74,0
rust,episodes-create-help,38,3878.287,0.000,3805.000,6496,358,0,1,0
rust,episodes-create-help,39,2572.783,0.000,2469.000,6640,352,0,1,0
go,episodes-create-help,39,7291.598,4850.000,4850.000,13628,862,0,86,0
go,episodes-create-help,40,6894.272,5871.000,2935.000,13356,828,0,74,1
rust,episodes-create-help,40,2536.534,0.000,2424.000,6720,350,0,1,0
rust,episodes-create-help,41,4488.452,1095.000,3286.000,6760,349,0,1,0
go,episodes-create-help,41,6907.988,7891.000,1127.000,13404,838,0,73,0
go,episodes-create-help,42,9119.331,4542.000,6813.000,13344,809,0,91,1
rust,episodes-create-help,42,3400.779,0.000,3326.000,6776,351,0,1,0
rust,episodes-create-help,43,2830.538,0.000,2745.000,6800,350,0,1,0
go,episodes-create-help,43,9089.847,4209.000,7365.000,13420,815,0,92,0
go,episodes-create-help,44,6839.248,2846.000,5693.000,13568,835,0,68,0
rust,episodes-create-help,44,3051.132,0.000,2910.000,6776,352,0,1,1
rust,episodes-create-help,45,3319.496,1074.000,2148.000,6688,351,0,1,0
go,episodes-create-help,45,6125.448,2011.000,6033.000,13488,791,0,79,0
go,episodes-create-help,46,5597.966,3560.000,3560.000,13180,757,0,65,0
rust,episodes-create-help,46,2599.284,0.000,2417.000,6624,354,0,1,0
rust,episodes-create-help,47,2094.635,995.000,995.000,6788,353,0,1,0
go,episodes-create-help,47,5459.837,2676.000,4014.000,13584,843,0,64,0
go,episodes-create-help,48,7109.076,2984.000,5969.000,13148,748,0,77,0
rust,episodes-create-help,48,2135.612,1017.000,1017.000,6792,350,0,1,1
rust,episodes-create-help,49,3330.136,811.000,2434.000,6740,351,0,1,0
go,episodes-create-help,49,4736.537,3622.000,2414.000,13420,810,0,68,0
go,episodes-create-help,50,4306.319,1174.000,4697.000,13560,849,0,59,0
rust,episodes-create-help,50,2243.805,0.000,2184.000,6704,352,0,1,0
rust,episodes-create-help,51,1815.630,883.000,883.000,6720,350,0,1,0
go,episodes-create-help,51,4647.611,2270.000,3405.000,13304,819,0,60,0
go,episodes-create-help,52,5217.582,0.000,7196.000,13564,857,0,52,0
rust,episodes-create-help,52,2726.082,1312.000,1312.000,6688,351,0,1,0
rust,episodes-create-help,53,2719.940,862.000,1724.000,6420,357,0,1,0
go,episodes-create-help,53,5069.364,1881.000,4703.000,13180,774,0,66,0
go,episodes-create-help,54,4274.591,5619.000,0.000,13220,757,0,64,0
rust,episodes-create-help,54,4612.294,2661.000,0.000,6788,353,0,1,0
rust,episodes-create-help,55,2647.263,0.000,2503.000,6724,351,0,1,1
go,episodes-create-help,55,5537.834,4207.000,2804.000,13248,762,0,71,0
go,episodes-create-help,56,4783.147,0.000,5753.000,13184,759,0,57,1
rust,episodes-create-help,56,2778.700,0.000,2695.000,6728,351,0,1,0
rust,episodes-create-help,57,2045.513,0.000,1983.000,6772,352,0,1,0
go,episodes-create-help,57,5139.566,2870.000,3827.000,13276,794,0,72,0
go,episodes-create-help,58,4492.911,4082.000,1633.000,13476,792,0,64,0
rust,episodes-create-help,58,1815.461,1758.000,0.000,6800,353,0,1,0
rust,episodes-create-help,59,2158.545,0.000,2050.000,6476,359,0,1,0
go,episodes-create-help,59,5148.642,3256.000,3256.000,13556,834,0,66,1
go,episodes-create-help,60,4888.474,4764.000,1588.000,13532,840,0,66,0
rust,episodes-create-help,60,2186.299,1062.000,1062.000,6672,350,0,1,0
rust,episodes-create-help,61,1842.771,892.000,892.000,6684,355,0,1,0
go,episodes-create-help,61,5612.434,3605.000,3605.000,13476,813,0,73,0
go,episodes-create-help,62,5003.189,1643.000,4929.000,13476,833,0,65,1
rust,episodes-create-help,62,1896.784,919.000,919.000,6792,352,0,1,0
rust,episodes-create-help,63,2493.695,800.000,1600.000,6880,353,0,1,1
go,episodes-create-help,63,5004.081,915.000,5493.000,13532,814,0,63,0
go,episodes-create-help,64,5293.995,2798.000,3731.000,13292,762,0,61,0
rust,episodes-create-help,64,2069.277,2014.000,0.000,6868,352,0,1,0
rust,episodes-create-help,65,2330.398,1121.000,1121.000,6812,352,0,1,0
go,episodes-create-help,65,4726.600,1814.000,4537.000,13436,802,0,61,0
go,episodes-create-help,66,5462.171,999.000,5997.000,13464,838,0,68,1
rust,episodes-create-help,66,2416.860,0.000,2317.000,6692,352,0,1,0
rust,episodes-create-help,67,2138.016,0.000,2049.000,6696,351,0,1,0
go,episodes-create-help,67,4828.190,1570.000,4710.000,13492,796,0,62,0
go,episodes-create-help,68,5217.912,2719.000,4079.000,13436,829,0,68,0
rust,episodes-create-help,68,2585.066,2443.000,0.000,6772,352,0,1,0
rust,episodes-create-help,69,2555.672,806.000,1612.000,6800,351,0,1,0
go,episodes-create-help,69,4655.927,0.000,5835.000,13292,794,0,59,0
go,episodes-create-help,70,7037.191,3242.000,4322.000,13308,795,0,62,0
rust,episodes-create-help,70,2434.793,771.000,1543.000,6864,352,0,1,0
rust,episodes-create-help,71,3051.293,965.000,1930.000,6640,351,0,1,0
go,episodes-create-help,71,5449.057,2066.000,5167.000,13436,822,0,68,0
go,episodes-create-help,72,5826.766,1268.000,6341.000,13420,831,0,76,0
rust,episodes-create-help,72,2428.371,784.000,1569.000,6600,351,0,1,0
rust,episodes-create-help,73,2256.560,1065.000,1065.000,6712,352,0,1,0
go,episodes-create-help,73,5508.298,2290.000,4580.000,13404,808,0,68,0
go,episodes-create-help,74,5293.296,3432.000,3432.000,13436,827,0,74,0
rust,episodes-create-help,74,2065.691,1981.000,0.000,6760,352,0,1,1
rust,episodes-create-help,75,2304.198,0.000,2231.000,6732,351,0,1,0
go,episodes-create-help,75,4854.691,2605.000,3474.000,13340,832,0,71,0
go,episodes-create-help,76,4952.674,969.000,5819.000,13416,832,0,71,0
rust,episodes-create-help,76,2277.679,0.000,2200.000,6704,350,0,1,1
rust,episodes-create-help,77,1840.918,890.000,890.000,6872,352,0,1,0
go,episodes-create-help,77,4825.306,2646.000,3970.000,13404,827,0,73,0
go,episodes-create-help,78,4992.138,931.000,5587.000,13148,777,0,74,0
rust,episodes-create-help,78,1951.517,0.000,1890.000,6648,351,0,1,0
rust,episodes-create-help,79,2023.982,0.000,1931.000,6672,350,0,1,1
go,episodes-create-help,79,5721.108,628.000,6909.000,13440,824,0,61,1
go,episodes-create-help,80,5297.111,1093.000,5465.000,13300,740,0,64,0
rust,episodes-create-help,80,3651.079,0.000,3539.000,6488,356,0,1,0
rust,episodes-create-help,81,2684.753,0.000,2552.000,6684,351,0,1,1
go,episodes-create-help,81,5339.171,3907.000,2930.000,13436,813,0,57,0
go,episodes-create-help,82,5318.802,2006.000,5016.000,13340,821,0,69,1
rust,episodes-create-help,82,2101.358,1011.000,1011.000,6748,350,0,1,0
rust,episodes-create-help,83,2076.652,0.000,1985.000,6628,353,0,1,0
go,episodes-create-help,83,5650.285,2872.000,4308.000,13548,855,0,73,0
go,episodes-create-help,84,5751.345,2411.000,4822.000,13256,770,0,73,0
rust,episodes-create-help,84,2574.136,0.000,2445.000,6692,354,0,1,0
rust,episodes-create-help,85,1981.012,0.000,1841.000,6656,351,0,1,0
go,episodes-create-help,85,5511.213,4015.000,3212.000,13436,808,0,74,0
go,episodes-create-help,86,4984.595,1049.000,5246.000,13164,774,0,64,2
rust,episodes-create-help,86,2143.077,0.000,2041.000,6712,350,0,1,0
rust,episodes-create-help,87,3437.799,0.000,3312.000,6868,353,0,1,1
go,episodes-create-help,87,6609.757,4128.000,3096.000,13180,759,0,57,0
go,episodes-create-help,88,5497.097,1150.000,5751.000,13340,827,0,72,0
rust,episodes-create-help,88,2306.092,1086.000,1086.000,6684,354,0,1,0
rust,episodes-create-help,89,2241.801,1080.000,1080.000,6856,351,0,1,0
go,episodes-create-help,89,5107.736,3097.000,3872.000,13288,790,0,68,0
go,episodes-create-help,90,8602.813,3905.000,6835.000,13304,794,0,85,0
rust,episodes-create-help,90,2409.977,0.000,2322.000,6724,350,0,1,1
rust,episodes-create-help,91,1926.810,918.000,918.000,6760,349,0,1,0
go,episodes-create-help,91,9292.898,7026.000,3513.000,13532,822,0,91,1
go,episodes-create-help,92,5757.066,3369.000,4493.000,13172,771,0,74,0
rust,episodes-create-help,92,3621.593,1757.000,1757.000,6360,358,0,1,1
rust,episodes-create-help,93,1837.823,1728.000,0.000,6792,352,0,1,0
go,episodes-create-help,93,4639.025,3683.000,2455.000,13176,753,0,50,0
go,episodes-create-help,94,5116.984,3640.000,3640.000,13416,800,0,70,0
rust,episodes-create-help,94,3315.789,1075.000,2151.000,6620,351,0,1,1
rust,episodes-create-help,95,2435.666,0.000,2350.000,6736,351,0,1,0
go,episodes-create-help,95,5224.725,1720.000,5160.000,13288,804,0,64,0
go,episodes-create-help,96,7559.883,1288.000,6440.000,13180,756,0,60,0
rust,episodes-create-help,96,2716.173,1747.000,873.000,6752,351,0,1,0
rust,episodes-create-help,97,2674.263,864.000,1729.000,6876,351,0,1,0
go,episodes-create-help,97,4975.217,1341.000,5367.000,13172,772,0,67,0
go,episodes-create-help,98,5008.750,2821.000,4232.000,13164,777,0,61,2
rust,episodes-create-help,98,2413.365,1161.000,1161.000,6800,351,0,1,0
rust,episodes-create-help,99,3693.779,0.000,3610.000,6832,349,0,1,0
go,episodes-create-help,99,4388.204,1477.000,4433.000,13308,797,0,58,0
go,episodes-create-help,100,4771.032,2299.000,3449.000,13348,794,0,66,0
rust,episodes-create-help,100,2472.646,0.000,2049.000,6880,352,0,1,1
rust,episodes-create-help,101,2357.809,1134.000,1134.000,6672,355,0,1,0
go,episodes-create-help,101,4993.290,2520.000,3780.000,13436,853,0,77,0
go,episodes-create-help,102,4512.408,4255.000,1418.000,13496,831,0,69,0
rust,episodes-create-help,102,1701.387,0.000,1649.000,6768,350,0,1,0
rust,episodes-create-help,103,1498.375,0.000,1450.000,6940,352,0,1,0
go,episodes-create-help,103,4643.654,2307.000,3461.000,13180,759,0,63,0
go,episodes-create-help,104,4362.395,1078.000,4313.000,13468,836,0,62,0
rust,episodes-create-help,104,2571.831,1252.000,1252.000,6656,351,0,1,0
rust,episodes-create-help,105,1967.747,950.000,950.000,6804,350,0,1,0
go,episodes-create-help,105,5375.840,1900.000,4750.000,13420,820,0,65,1
go,episodes-create-help,106,5137.671,1061.000,5308.000,13216,747,0,61,0
rust,episodes-create-help,106,1874.121,0.000,1817.000,6888,353,0,1,1
rust,episodes-create-help,107,1495.249,0.000,1450.000,6504,356,0,1,0
go,episodes-create-help,107,4050.129,5277.000,0.000,13292,793,0,55,0
go,episodes-create-help,108,4059.707,1310.000,3932.000,13600,850,0,59,0
rust,episodes-create-help,108,1889.470,0.000,1840.000,6872,352,0,1,0
rust,episodes-create-help,109,1818.736,0.000,1753.000,6744,355,0,1,0
go,episodes-create-help,109,4300.941,2729.000,2729.000,13340,829,0,65,0
go,episodes-create-help,110,4847.226,1056.000,5280.000,13532,845,0,63,0
rust,episodes-create-help,110,1806.012,0.000,1741.000,6720,350,0,1,0
rust,episodes-create-help,111,2199.942,0.000,2121.000,6852,352,0,1,0
go,episodes-create-help,111,6495.292,1634.000,6538.000,13344,809,0,69,0
go,episodes-create-help,112,6096.203,2195.000,5489.000,13404,808,0,72,0
rust,episodes-create-help,112,1729.419,0.000,1670.000,6796,351,0,1,0
rust,episodes-create-help,113,2304.630,1115.000,1115.000,6752,350,0,1,0
go,episodes-create-help,113,6865.288,2435.000,6087.000,13180,767,0,79,0
go,episodes-create-help,114,5750.503,4483.000,2989.000,13532,791,0,67,0
rust,episodes-create-help,114,2282.788,1100.000,1100.000,6668,352,0,1,0
rust,episodes-create-help,115,2420.076,0.000,2368.000,6816,350,0,1,0
go,episodes-create-help,115,5352.917,2738.000,4107.000,13164,745,0,58,0
go,episodes-create-help,116,5771.212,4259.000,3194.000,13436,806,0,69,0
rust,episodes-create-help,116,2345.546,0.000,2264.000,6808,350,0,1,0
rust,episodes-create-help,117,3946.705,0.000,3871.000,6640,351,0,1,0
go,episodes-create-help,117,5532.303,5495.000,1373.000,13164,756,0,68,0
go,episodes-create-help,118,5298.814,1132.000,5661.000,13404,800,0,67,0
rust,episodes-create-help,118,2042.989,0.000,1962.000,6876,350,0,1,0
rust,episodes-create-help,119,3490.327,2243.000,1121.000,6832,352,0,1,0
go,episodes-create-help,119,5420.523,2226.000,4453.000,13556,807,0,69,0
go,episodes-create-help,120,5161.577,1284.000,5137.000,13436,808,0,68,0
rust,episodes-create-help,120,2332.732,1130.000,1130.000,6872,351,0,1,1
rust,episodes-create-help,121,2080.038,1992.000,0.000,6856,352,0,1,0
go,episodes-create-help,121,5836.424,3326.000,3326.000,13176,774,0,69,1
go,episodes-create-help,122,4823.873,3482.000,2611.000,13420,821,0,61,0
rust,episodes-create-help,122,2165.148,2072.000,0.000,6672,350,0,1,0
rust,episodes-create-help,123,2126.435,1019.000,1019.000,6736,350,0,1,0
go,episodes-create-help,123,5904.803,2119.000,5299.000,13436,815,0,73,0
go,episodes-create-help,124,5762.936,5080.000,2032.000,13212,807,0,70,0
rust,episodes-create-help,124,3542.034,1154.000,2309.000,6876,352,0,1,0
rust,episodes-create-help,125,3128.307,1472.000,1472.000,6760,353,0,1,0
go,episodes-create-help,125,5218.203,0.000,7100.000,13420,817,0,65,0
go,episodes-create-help,126,5259.090,3427.000,3427.000,13428,819,0,67,0
rust,episodes-create-help,126,2340.597,1139.000,1139.000,6780,351,0,1,0
rust,episodes-create-help,127,1947.619,1855.000,0.000,6740,352,0,1,0
go,episodes-create-help,127,4583.001,2521.000,3361.000,13112,775,0,67,0
go,episodes-create-help,128,4644.354,1672.000,4181.000,13276,814,0,67,0
rust,episodes-create-help,128,1737.574,0.000,1685.000,6688,351,0,1,0
rust,episodes-create-help,129,1912.814,930.000,930.000,6600,353,0,1,0
go,episodes-create-help,129,5593.889,3931.000,2948.000,13476,823,0,70,1
go,episodes-create-help,130,4896.779,1781.000,4454.000,13440,811,0,73,0
rust,episodes-create-help,130,2072.563,0.000,1965.000,6700,351,0,1,0
rust,episodes-create-help,131,2603.762,1240.000,1240.000,6796,351,0,1,0
go,episodes-create-help,131,5254.491,2637.000,3956.000,13432,830,0,68,0
go,episodes-create-help,132,5041.442,5014.000,1253.000,13404,815,0,78,0
rust,episodes-create-help,132,2164.606,0.000,2089.000,6680,355,0,1,0
rust,episodes-create-help,133,2128.731,832.000,832.000,6676,351,0,1,1
go,episodes-create-help,133,4768.007,4199.000,2099.000,13532,848,0,67,1
go,episodes-create-help,134,4581.417,1149.000,4596.000,13476,806,0,62,0
rust,episodes-create-help,134,2356.847,1134.000,1134.000,6844,350,0,1,0
rust,episodes-create-help,135,1865.446,888.000,888.000,6944,352,0,1,0
go,episodes-create-help,135,4763.910,2041.000,4083.000,13176,766,0,57,0
go,episodes-create-help,136,5417.949,1183.000,5918.000,13216,772,0,67,0
rust,episodes-create-help,136,2279.743,1112.000,1112.000,6796,349,0,1,0
rust,episodes-create-help,137,2441.827,0.000,2375.000,6744,351,0,1,0
go,episodes-create-help,137,4623.486,2897.000,2897.000,13432,804,0,64,0
go,episodes-create-help,138,4840.262,0.000,6068.000,13352,825,0,69,1
rust,episodes-create-help,138,2850.676,0.000,2288.000,6820,352,0,1,1
rust,episodes-create-help,139,2370.132,1136.000,1136.000,6664,351,0,1,0
go,episodes-create-help,139,4461.282,1902.000,3804.000,13428,804,0,67,0
go,episodes-create-help,140,4343.410,3378.000,2252.000,13404,809,0,62,0
rust,episodes-create-help,140,2789.169,0.000,2724.000,6404,356,0,1,0
rust,episodes-create-help,141,2031.717,0.000,1961.000,6716,351,0,1,0
go,episodes-create-help,141,4494.754,0.000,5583.000,13276,796,0,66,0
go,episodes-create-help,142,5648.032,2782.000,4636.000,13432,818,0,64,3
rust,episodes-create-help,142,3833.692,1871.000,1871.000,6816,353,0,1,1
rust,episodes-create-help,143,2725.692,0.000,2625.000,6816,352,0,1,0
go,episodes-create-help,143,7852.552,2483.000,7450.000,13532,856,0,85,0
go,episodes-create-help,144,9191.547,6535.000,4668.000,13568,839,0,93,0
rust,episodes-create-help,144,3483.115,0.000,3389.000,6824,352,0,1,0
rust,episodes-create-help,145,3046.322,0.000,2961.000,6556,351,0,1,0
go,episodes-create-help,145,5668.971,2602.000,5205.000,13564,843,0,71,0
go,episodes-create-help,146,7781.008,4036.000,6054.000,13164,747,0,72,0
rust,episodes-create-help,146,3494.655,846.000,2538.000,6728,356,0,1,1
rust,episodes-create-help,147,2136.273,0.000,2029.000,6616,351,0,1,0
go,episodes-create-help,147,8674.236,5234.000,5234.000,13428,810,0,93,0
go,episodes-create-help,148,6826.566,4404.000,4404.000,13432,806,0,77,0
rust,episodes-create-help,148,3560.038,872.000,2617.000,6688,353,0,1,0
rust,episodes-create-help,149,2171.430,1029.000,1029.000,6344,358,0,1,0
go,episodes-create-help,149,8997.363,5277.000,6332.000,13176,766,0,83,0
go,episodes-create-help,150,6945.919,3341.000,5569.000,13176,762,0,65,0
rust,episodes-create-help,150,2218.428,0.000,2148.000,6840,350,0,1,1
rust,episodes-create-help,151,2148.976,1034.000,1034.000,6876,354,0,1,0
go,episodes-create-help,151,7661.563,5221.000,4177.000,13432,810,0,82,0
go,episodes-create-help,152,5194.559,1882.000,4705.000,13556,836,0,57,0
rust,episodes-create-help,152,2193.961,0.000,2066.000,6692,350,0,1,0
rust,episodes-create-help,153,2655.199,0.000,2533.000,6716,353,0,1,0
go,episodes-create-help,153,4206.573,2785.000,2785.000,13164,758,0,55,0
