implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
go,root-help,201,4335.815,2118.000,2118.000,13148,701,0,15,12
go,root-help,202,4111.143,1005.000,3015.000,13180,683,0,40,33
rust,root-help,202,2217.627,593.000,1187.000,6664,349,0,1,2
rust,root-help,203,1348.884,0.000,1306.000,6504,349,0,1,1
go,root-help,203,4124.960,2019.000,2019.000,13164,703,0,13,8
go,root-help,204,4176.085,4077.000,0.000,13180,689,0,14,8
rust,root-help,204,2126.054,0.000,2062.000,6488,350,0,1,1
rust,root-help,205,1770.166,1709.000,0.000,6864,352,0,1,1
go,root-help,205,4791.371,0.000,4339.000,13160,690,0,41,37
go,root-help,206,5113.237,4604.000,0.000,13180,692,0,26,21
rust,root-help,206,2129.400,0.000,2052.000,6668,351,0,1,1
rust,root-help,207,1819.899,0.000,1755.000,6656,350,0,1,1
go,root-help,207,4750.524,2584.000,1722.000,13180,692,0,40,37
go,root-help,208,4991.437,1799.000,2699.000,13180,686,0,22,17
rust,root-help,208,1959.381,948.000,948.000,6600,349,0,1,2
rust,root-help,209,1874.201,1809.000,0.000,6624,350,0,1,1
go,root-help,209,5361.522,2899.000,1932.000,13164,696,0,47,41
go,root-help,210,4792.644,863.000,3453.000,13216,697,0,14,9
rust,root-help,210,2307.144,0.000,2231.000,6864,350,0,1,2
rust,root-help,211,2049.981,989.000,989.000,6600,351,0,1,1
go,root-help,211,4821.759,870.000,3482.000,13184,687,0,16,13
go,root-help,212,5417.447,807.000,4039.000,13164,690,0,30,27
rust,root-help,212,2349.565,1132.000,1132.000,6548,349,0,1,2
rust,root-help,213,1963.568,0.000,1883.000,6672,350,0,1,1
go,root-help,213,4630.640,1813.000,2719.000,13148,693,0,16,12
go,root-help,214,5380.237,2944.000,1962.000,13180,687,0,41,36
rust,root-help,214,1952.939,948.000,948.000,6676,350,0,1,1
rust,root-help,215,2140.571,0.000,2068.000,6480,349,0,1,1
go,root-help,215,5499.642,2862.000,1908.000,13084,692,0,42,41
go,root-help,216,5389.875,1057.000,4231.000,13084,692,0,50,43
rust,root-help,216,2417.932,2291.000,0.000,6668,350,0,1,1
rust,root-help,217,2145.501,0.000,2060.000,6940,351,0,1,1
go,root-help,217,5265.852,2810.000,1873.000,13176,706,0,20,15
go,root-help,218,5443.396,4257.000,1064.000,13160,703,0,48,41
rust,root-help,218,2728.817,736.000,1472.000,6716,349,0,1,2
rust,root-help,219,2143.106,0.000,2055.000,6712,350,0,1,1
go,root-help,219,6362.523,1654.000,4137.000,13176,698,0,53,48
go,root-help,220,6992.305,2550.000,3401.000,13176,704,0,54,48
rust,root-help,220,2383.157,2287.000,0.000,6708,350,0,1,2
rust,root-help,221,2224.248,1065.000,1065.000,6472,349,0,1,2
go,root-help,221,4828.070,1892.000,2838.000,13220,703,0,46,40
go,root-help,222,6193.134,1733.000,3467.000,13172,681,0,19,12
rust,root-help,222,1983.177,959.000,959.000,6876,351,0,1,2
rust,root-help,223,1719.811,0.000,1651.000,6888,351,0,1,2
go,root-help,223,4694.288,1842.000,2764.000,13148,686,0,44,40
go,root-help,224,5276.722,2846.000,1897.000,13172,688,0,37,34
rust,root-help,224,2148.075,906.000,906.000,6644,349,0,1,2
rust,root-help,225,1437.290,1387.000,0.000,6648,348,0,1,2
go,root-help,225,4222.283,1036.000,3110.000,13180,691,0,42,40
go,root-help,226,4584.273,1121.000,3363.000,13172,691,0,40,36
rust,root-help,226,2372.757,0.000,1936.000,6600,351,0,1,2
rust,root-help,227,1634.391,0.000,1577.000,6720,350,0,1,2
go,root-help,227,4521.093,2220.000,2220.000,13148,709,0,45,38
go,root-help,228,4639.486,2729.000,1819.000,13220,702,0,42,36
rust,root-help,228,1978.757,964.000,964.000,6588,351,0,1,1
rust,root-help,229,1684.414,1628.000,0.000,6496,351,0,1,1
go,root-help,229,5476.689,2300.000,2300.000,13180,691,0,42,39
go,root-help,230,5795.057,4363.000,872.000,13148,691,0,44,39
rust,root-help,230,2678.262,1083.000,1083.000,6552,350,0,1,2
rust,root-help,231,1967.166,942.000,942.000,6536,351,0,1,2
go,root-help,231,4744.755,2779.000,1853.000,13176,688,0,30,26
go,root-help,232,4810.337,0.000,4726.000,13148,707,0,41,36
rust,root-help,232,1963.309,0.000,1911.000,6612,350,0,1,1
rust,root-help,233,2323.826,0.000,1901.000,6604,350,0,1,2
go,root-help,233,4995.424,3603.000,900.000,13180,705,0,42,37
go,root-help,234,4794.998,1875.000,2813.000,13216,682,0,35,32
rust,root-help,234,2237.153,940.000,940.000,6504,350,0,1,2
rust,root-help,235,1794.050,0.000,1731.000,6836,350,0,1,1
go,root-help,235,4917.428,890.000,3561.000,13180,704,0,45,38
go,root-help,236,5309.165,968.000,3872.000,13144,698,0,36,33
rust,root-help,236,1801.795,0.000,1736.000,6620,349,0,1,1
rust,root-help,237,1596.909,0.000,1528.000,6672,351,0,1,2
go,root-help,237,3743.233,0.000,3665.000,13176,703,0,38,29
go,root-help,238,4677.958,0.000,4214.000,13220,704,0,41,39
rust,root-help,238,1901.071,918.000,918.000,6476,349,0,1,1
rust,root-help,239,1638.017,793.000,793.000,6668,353,0,1,1
go,root-help,239,4189.571,2057.000,2057.000,13164,691,0,20,12
go,root-help,240,5073.010,2744.000,1829.000,13140,706,0,44,39
rust,root-help,240,1830.649,0.000,1769.000,6600,351,0,1,2
rust,root-help,241,1530.396,741.000,741.000,6408,353,0,1,1
go,root-help,241,3848.600,2507.000,1253.000,13164,700,0,14,8
go,root-help,242,4927.938,2691.000,1794.000,13176,687,0,35,33
rust,root-help,242,2208.229,0.000,1848.000,6688,349,0,1,2
rust,root-help,243,2744.376,0.000,2203.000,6584,350,0,1,2
go,root-help,243,4201.894,0.000,4094.000,13180,684,0,39,31
go,root-help,244,4498.120,1005.000,3015.000,13176,697,0,40,33
rust,root-help,244,1764.526,0.000,1699.000,6600,351,0,1,2
rust,root-help,245,1674.795,799.000,799.000,6744,349,0,0,3
go,root-help,245,4415.367,1079.000,3238.000,13164,700,0,15,11
go,root-help,246,4100.924,2013.000,2013.000,13176,692,0,14,7
rust,root-help,246,1997.181,0.000,1944.000,6528,349,0,1,1
rust,root-help,247,2161.240,887.000,887.000,6588,350,0,1,2
go,root-help,247,4326.077,1690.000,2536.000,13172,691,0,42,38
go,root-help,248,5434.660,1966.000,2950.000,13184,705,0,45,39
rust,root-help,248,2173.935,1054.000,1054.000,6508,350,0,1,1
rust,root-help,249,2058.947,0.000,1986.000,6412,356,0,1,1
go,root-help,249,5973.422,3051.000,2034.000,13180,691,0,47,45
go,root-help,250,5354.709,0.000,5254.000,13184,700,0,46,39
rust,root-help,250,2255.578,916.000,916.000,6808,351,0,1,2
rust,root-help,251,1542.689,1482.000,0.000,6368,351,0,1,2
go,root-help,251,4344.593,1954.000,1954.000,13084,691,0,38,36
go,root-help,252,4057.592,1982.000,1982.000,13176,703,0,38,32
rust,root-help,252,2187.390,885.000,885.000,6528,349,0,1,2
rust,root-help,253,1572.454,0.000,1515.000,6208,356,0,1,2
go,root-help,253,4572.361,1044.000,3133.000,13220,692,0,43,39
go,root-help,254,4180.826,0.000,4089.000,13220,706,0,38,35
rust,root-help,254,2316.792,898.000,898.000,6568,350,0,1,2
rust,root-help,255,1558.418,0.000,1502.000,6604,350,0,1,1
go,root-help,255,4608.418,1672.000,2508.000,13220,692,0,40,34
go,root-help,256,4621.873,2081.000,2081.000,13140,700,0,38,35
rust,root-help,256,1794.190,0.000,1731.000,6684,351,0,1,2
rust,root-help,257,2569.227,0.000,2046.000,6236,356,0,1,2
go,root-help,257,3831.099,937.000,2811.000,13180,687,0,14,9
go,root-help,258,4313.284,1941.000,1941.000,13148,698,0,26,22
rust,root-help,258,2092.461,0.000,2019.000,6560,350,0,1,1
rust,root-help,259,1648.787,0.000,1589.000,6632,348,0,1,1
go,root-help,259,4000.505,1812.000,1812.000,13164,687,0,16,10
go,root-help,260,3937.687,1278.000,2556.000,13176,698,0,15,9
rust,root-help,260,1919.406,922.000,922.000,6612,351,0,1,2
rust,root-help,261,1733.285,0.000,1678.000,6720,350,0,1,1
go,root-help,261,4144.235,3038.000,1012.000,13084,695,0,36,34
go,root-help,262,4509.001,3316.000,1105.000,13148,711,0,43,38
rust,root-help,262,2289.962,0.000,1882.000,6536,349,0,1,2
rust,root-help,263,1571.632,0.000,1514.000,6520,350,0,1,2
go,root-help,263,4372.494,2132.000,2132.000,13036,680,0,38,33
go,root-help,264,4107.807,2016.000,2016.000,13220,706,0,41,37
rust,root-help,264,1802.296,0.000,1752.000,6236,356,0,1,1
rust,root-help,265,1948.492,0.000,1564.000,6624,348,0,1,1
go,root-help,265,4855.852,873.000,3493.000,13180,692,0,39,34
go,root-help,266,4352.457,853.000,3413.000,13164,688,0,16,9
rust,root-help,266,1680.618,1631.000,0.000,6524,350,0,1,1
rust,root-help,267,1512.793,0.000,1455.000,6684,351,0,1,1
go,root-help,267,3952.624,1792.000,1792.000,13180,701,0,40,32
go,root-help,268,3920.025,964.000,2893.000,13220,703,0,41,35
rust,root-help,268,1665.068,1621.000,0.000,6680,350,0,1,1
rust,root-help,269,1369.894,0.000,1320.000,6644,349,0,1,1
go,root-help,269,4176.947,1898.000,1898.000,13220,694,0,41,37
go,root-help,270,4170.915,2039.000,2039.000,13148,704,0,26,25
rust,root-help,270,1754.145,848.000,848.000,6684,350,0,1,1
rust,root-help,271,1406.613,0.000,1356.000,6608,349,0,1,1
go,root-help,271,4088.571,3011.000,1003.000,13180,705,0,40,37
go,root-help,272,5124.608,1697.000,2545.000,13044,695,0,18,13
rust,root-help,272,2181.388,1055.000,1055.000,6668,349,0,1,1
rust,root-help,273,2279.502,943.000,943.000,6608,350,0,1,2
go,root-help,273,4469.286,3269.000,1089.000,13216,709,0,33,29
go,root-help,274,4825.906,2205.000,2205.000,13180,707,0,42,37
rust,root-help,274,2025.896,0.000,1973.000,6212,356,0,1,1
rust,root-help,275,1502.092,0.000,1455.000,6604,350,0,1,1
go,root-help,275,4218.916,3089.000,1029.000,13176,697,0,41,34
go,root-help,276,4497.529,1762.000,2644.000,13184,691,0,39,33
rust,root-help,276,2567.655,2065.000,0.000,6712,349,0,1,2
rust,root-help,277,2031.326,0.000,1953.000,6676,350,0,1,1
go,root-help,277,4789.077,1725.000,2588.000,13148,688,0,15,11
go,root-help,278,4258.641,968.000,2905.000,13164,691,0,40,33
rust,root-help,278,1776.668,0.000,1724.000,6720,350,0,1,2
rust,root-help,279,1660.459,804.000,804.000,6812,351,0,1,1
go,root-help,279,4419.132,3019.000,1006.000,13148,703,0,15,12
go,root-help,280,4725.898,2775.000,1850.000,13148,687,0,44,37
rust,root-help,280,2118.890,0.000,2052.000,6816,351,0,1,1
rust,root-help,281,2233.976,2132.000,0.000,6664,350,0,1,1
go,root-help,281,5264.119,1576.000,3152.000,13148,691,0,43,37
go,root-help,282,4771.192,2333.000,2333.000,13084,692,0,32,28
rust,root-help,282,2335.617,1496.000,748.000,6732,350,0,1,1
rust,root-help,283,1679.896,0.000,1615.000,6596,349,0,1,1
go,root-help,283,4903.702,2169.000,2169.000,13176,691,0,43,37
go,root-help,284,5192.946,780.000,3903.000,13148,692,0,44,38
rust,root-help,284,2092.461,0.000,2010.000,6624,350,0,1,2
rust,root-help,285,2008.053,0.000,1932.000,6212,356,0,1,1
go,root-help,285,4912.549,1759.000,2639.000,13160,697,0,27,26
go,root-help,286,4210.811,1026.000,3079.000,13148,688,0,15,11
rust,root-help,286,2250.388,1086.000,1086.000,6720,350,0,1,2
rust,root-help,287,1663.134,1607.000,0.000,6664,350,0,1,1
go,root-help,287,4553.815,1932.000,1932.000,13276,693,0,40,33
go,root-help,288,4282.616,838.000,3353.000,13148,691,0,40,34
rust,root-help,288,2012.070,1947.000,0.000,6596,351,0,1,1
rust,root-help,289,1479.119,1431.000,0.000,6484,350,0,1,1
go,root-help,289,3582.310,876.000,2630.000,13164,698,0,16,11
go,root-help,290,3985.877,3896.000,0.000,13148,709,0,41,35
rust,root-help,290,2627.517,0.000,2153.000,6760,348,0,1,2
rust,root-help,291,1897.744,908.000,908.000,6712,350,0,1,2
go,root-help,291,5005.143,912.000,3648.000,13084,702,0,27,26
go,root-help,292,4301.651,832.000,3329.000,13164,704,0,40,36
rust,root-help,292,1839.517,0.000,1773.000,6628,350,0,1,1
rust,root-help,293,1955.684,0.000,1891.000,6800,350,0,1,1
go,root-help,293,4207.635,3077.000,1025.000,13148,701,0,15,9
go,root-help,294,4638.354,1667.000,2501.000,13244,701,0,41,36
rust,root-help,294,1867.278,0.000,1805.000,6624,350,0,1,2
rust,root-help,295,1935.887,772.000,772.000,6792,350,0,1,2
go,root-help,295,4441.102,2176.000,2176.000,13176,710,0,18,13
go,root-help,296,4218.906,2072.000,2072.000,13216,702,0,40,35
rust,root-help,296,2115.173,1021.000,1021.000,6688,350,0,1,1
rust,root-help,297,2753.442,748.000,1496.000,6516,350,0,1,2
go,root-help,297,4471.049,1740.000,2610.000,13084,692,0,39,33
go,root-help,298,4062.081,998.000,2995.000,13180,700,0,15,11
rust,root-help,298,1657.984,1609.000,0.000,6724,350,0,1,1
rust,root-help,299,1646.003,794.000,794.000,6640,350,0,1,2
go,root-help,299,4294.549,3107.000,1035.000,13148,692,0,40,33
go,episodes-create-help,0,5954.396,2669.000,2669.000,13312,698,0,20,14
rust,episodes-create-help,0,2741.410,1312.000,1312.000,6576,352,0,1,2
rust,episodes-create-help,1,2395.540,0.000,2300.000,6796,351,0,1,1
go,episodes-create-help,1,5665.865,922.000,4612.000,13308,713,0,21,14
go,episodes-create-help,2,5473.584,1075.000,4301.000,13300,689,0,22,16
rust,episodes-create-help,2,3116.085,637.000,1913.000,6700,351,0,1,3
rust,episodes-create-help,3,2301.864,2216.000,0.000,6684,352,0,1,2
go,episodes-create-help,3,5510.533,970.000,3881.000,13276,688,0,21,13
go,episodes-create-help,4,4955.510,971.000,3887.000,13304,692,0,44,40
rust,episodes-create-help,4,2600.615,840.000,1680.000,6880,353,0,1,1
rust,episodes-create-help,5,1978.586,0.000,1900.000,6720,351,0,1,1
go,episodes-create-help,5,4658.942,2550.000,1700.000,13292,707,0,44,39
go,episodes-create-help,6,5268.828,3096.000,2064.000,13312,693,0,45,42
rust,episodes-create-help,6,2364.472,1148.000,1148.000,6728,352,0,1,1
rust,episodes-create-help,7,2391.082,1285.000,642.000,6876,353,0,1,2
go,episodes-create-help,7,4048.145,907.000,2721.000,13348,695,0,17,10
go,episodes-create-help,8,4002.179,896.000,2688.000,13292,693,0,19,18
rust,episodes-create-help,8,1722.686,0.000,1674.000,6836,352,0,1,2
rust,episodes-create-help,9,1698.923,0.000,1326.000,6684,352,0,1,2
go,episodes-create-help,9,4360.953,1712.000,2568.000,13348,706,0,44,41
go,episodes-create-help,10,4261.626,1925.000,1925.000,13288,692,0,39,33
rust,episodes-create-help,10,1607.308,0.000,1539.000,6736,350,0,1,2
rust,episodes-create-help,11,1258.734,0.000,1220.000,6828,351,0,1,1
go,episodes-create-help,11,3499.374,2296.000,1148.000,13304,704,0,32,27
go,episodes-create-help,12,4634.887,1476.000,2214.000,13304,700,0,34,32
rust,episodes-create-help,12,1587.892,0.000,1541.000,6720,351,0,0,2
rust,episodes-create-help,13,1268.202,0.000,1226.000,6716,352,0,1,1
go,episodes-create-help,13,3421.168,2242.000,1121.000,13304,686,0,34,28
go,episodes-create-help,14,3982.792,904.000,2712.000,13288,702,0,38,25
rust,episodes-create-help,14,1619.002,1571.000,0.000,6772,351,0,1,2
rust,episodes-create-help,15,1676.259,672.000,672.000,6816,352,0,1,2
go,episodes-create-help,15,3477.183,1139.000,2278.000,13300,707,0,31,26
go,episodes-create-help,16,3413.612,1122.000,2244.000,13276,700,0,36,29
rust,episodes-create-help,16,2137.927,0.000,1729.000,6612,350,0,1,2
rust,episodes-create-help,17,1411.772,1367.000,0.000,6772,351,0,1,1
go,episodes-create-help,17,4166.307,941.000,2823.000,13312,687,0,37,32
go,episodes-create-help,18,4158.242,2790.000,930.000,13288,708,0,34,29
rust,episodes-create-help,18,1948.269,0.000,1609.000,6664,351,0,1,1
rust,episodes-create-help,19,1278.622,618.000,618.000,6704,351,0,1,2
go,episodes-create-help,19,3682.097,1115.000,2231.000,13268,697,0,33,28
go,episodes-create-help,20,4551.330,895.000,3581.000,13344,699,0,18,11
rust,episodes-create-help,20,2053.147,0.000,1719.000,6820,350,0,1,2
rust,episodes-create-help,21,1309.420,0.000,1265.000,6788,351,0,1,2
go,episodes-create-help,21,4263.129,1943.000,1943.000,13308,699,0,40,33
go,episodes-create-help,22,3919.042,0.000,3823.000,13292,694,0,39,33
rust,episodes-create-help,22,2005.577,0.000,1674.000,6824,352,0,1,2
rust,episodes-create-help,23,1373.650,0.000,1328.000,6708,352,0,1,2
go,episodes-create-help,23,3542.255,2328.000,1164.000,13212,701,0,40,31
go,episodes-create-help,24,4286.703,0.000,4206.000,13344,709,0,36,33
rust,episodes-create-help,24,1728.097,1685.000,0.000,6832,351,0,1,1
rust,episodes-create-help,25,1293.982,601.000,601.000,6624,350,0,1,1
go,episodes-create-help,25,3787.145,3406.000,0.000,13288,693,0,39,27
go,episodes-create-help,26,3536.524,1066.000,2132.000,13312,693,0,28,21
rust,episodes-create-help,26,1448.130,0.000,1410.000,6500,356,0,1,1
rust,episodes-create-help,27,1306.343,0.000,1264.000,6496,357,0,1,2
go,episodes-create-help,27,3957.766,903.000,2709.000,13308,693,0,40,34
go,episodes-create-help,28,3543.587,2142.000,1071.000,13276,704,0,18,15
rust,episodes-create-help,28,2495.699,1934.000,0.000,6744,351,0,1,2
rust,episodes-create-help,29,1649.810,0.000,1604.000,6940,351,0,1,2
go,episodes-create-help,29,4007.299,913.000,2740.000,13212,690,0,37,33
go,episodes-create-help,30,3663.913,2382.000,1191.000,13304,703,0,38,33
rust,episodes-create-help,30,1694.503,825.000,825.000,6832,350,0,1,1
rust,episodes-create-help,31,1748.154,0.000,1395.000,6888,351,0,1,2
go,episodes-create-help,31,3632.334,3575.000,0.000,13308,693,0,38,35
go,episodes-create-help,32,3589.813,872.000,2617.000,13308,685,0,39,33
rust,episodes-create-help,32,1493.395,1454.000,0.000,6700,352,0,1,1
rust,episodes-create-help,33,1427.170,1378.000,0.000,6864,353,0,1,1
go,episodes-create-help,33,3634.338,1192.000,2385.000,13308,705,0,15,12
go,episodes-create-help,34,3429.434,777.000,2333.000,13292,693,0,35,28
rust,episodes-create-help,34,1401.974,0.000,1366.000,6876,351,0,1,1
rust,episodes-create-help,35,1649.919,0.000,1327.000,6888,352,0,1,2
go,episodes-create-help,35,3746.448,2754.000,918.000,13212,707,0,42,37
go,episodes-create-help,36,3846.778,1157.000,2314.000,13292,689,0,15,9
rust,episodes-create-help,36,1428.984,0.000,1389.000,6784,351,0,1,2
rust,episodes-create-help,37,1171.471,0.000,1138.000,6532,355,0,1,1
go,episodes-create-help,37,3791.563,1863.000,1863.000,13332,710,0,36,27
go,episodes-create-help,38,4040.210,2715.000,905.000,13276,698,0,37,31
rust,episodes-create-help,38,1797.336,744.000,744.000,6892,352,0,1,2
rust,episodes-create-help,39,1241.141,0.000,1202.000,6804,351,0,1,2
go,episodes-create-help,39,3380.541,1107.000,2215.000,13276,692,0,33,28
go,episodes-create-help,40,3609.631,1774.000,1774.000,13292,706,0,36,28
rust,episodes-create-help,40,1571.202,767.000,767.000,6496,356,0,1,1
rust,episodes-create-help,41,1619.543,0.000,1249.000,6712,352,0,1,2
go,episodes-create-help,41,3785.081,855.000,2567.000,13308,689,0,16,12
go,episodes-create-help,42,5632.271,2740.000,2740.000,13236,698,0,31,27
rust,episodes-create-help,42,2434.814,0.000,2362.000,6860,352,0,1,1
rust,episodes-create-help,43,1722.766,0.000,1661.000,6492,356,0,1,1
go,episodes-create-help,43,5825.223,2418.000,2418.000,13288,704,0,44,44
go,episodes-create-help,44,4768.487,2332.000,2332.000,13304,703,0,35,29
rust,episodes-create-help,44,2127.327,0.000,2068.000,6884,350,0,1,1
rust,episodes-create-help,45,2069.056,0.000,1994.000,6760,351,0,1,1
go,episodes-create-help,45,5276.993,4763.000,0.000,13276,693,0,30,24
go,episodes-create-help,46,5341.324,2838.000,1892.000,13288,688,0,15,10
rust,episodes-create-help,46,2194.012,712.000,1424.000,6800,352,0,1,1
rust,episodes-create-help,47,2519.624,0.000,2057.000,6848,352,0,1,2
go,episodes-create-help,47,4648.363,2722.000,1814.000,13308,705,0,40,35
go,episodes-create-help,48,4852.296,1767.000,2651.000,13276,692,0,43,35
rust,episodes-create-help,48,2901.581,1175.000,1175.000,6792,352,0,1,2
rust,episodes-create-help,49,1887.897,0.000,1817.000,6856,352,0,1,1
go,episodes-create-help,49,5018.708,1207.000,3623.000,13292,705,0,46,38
go,episodes-create-help,50,5886.318,2125.000,3188.000,13308,690,0,20,17
rust,episodes-create-help,50,2644.769,0.000,2176.000,6684,351,0,1,2
rust,episodes-create-help,51,2366.485,1139.000,1139.000,6724,353,0,1,2
go,episodes-create-help,51,4701.532,3438.000,1146.000,13216,687,0,17,13
go,episodes-create-help,52,4194.530,3081.000,1027.000,13304,709,0,20,12
rust,episodes-create-help,52,2669.575,740.000,1481.000,6876,352,0,1,2
rust,episodes-create-help,53,1945.615,0.000,1862.000,6804,351,0,1,2
go,episodes-create-help,53,4953.295,3806.000,951.000,13276,692,0,21,13
go,episodes-create-help,54,5363.806,3167.000,2111.000,13288,693,0,48,41
rust,episodes-create-help,54,2849.062,0.000,2354.000,6780,350,0,1,2
rust,episodes-create-help,55,1837.432,0.000,1748.000,6756,350,0,1,3
go,episodes-create-help,55,4995.725,3914.000,978.000,13300,687,0,46,43
go,episodes-create-help,56,5021.093,2675.000,1783.000,13304,707,0,41,35
rust,episodes-create-help,56,1867.479,902.000,902.000,6880,353,0,1,2
rust,episodes-create-help,57,1810.651,872.000,872.000,6876,351,0,1,1
go,episodes-create-help,57,4841.626,2612.000,1741.000,13308,703,0,41,36
go,episodes-create-help,58,4520.253,0.000,4446.000,13312,709,0,42,35
rust,episodes-create-help,58,1956.685,1893.000,0.000,6840,350,0,1,1
rust,episodes-create-help,59,2359.093,631.000,1263.000,6640,350,0,1,2
go,episodes-create-help,59,4284.679,3142.000,1047.000,13344,694,0,41,36
go,episodes-create-help,60,5257.047,958.000,3835.000,13304,698,0,44,39
rust,episodes-create-help,60,1990.320,0.000,1884.000,6668,354,0,1,2
rust,episodes-create-help,61,1590.388,766.000,766.000,6768,351,0,1,1
go,episodes-create-help,61,4480.989,1015.000,3045.000,13288,685,0,39,33
go,episodes-create-help,62,4243.050,1037.000,3111.000,13292,682,0,39,33
rust,episodes-create-help,62,2265.697,1721.000,0.000,6724,354,0,1,2
rust,episodes-create-help,63,1725.041,0.000,1676.000,6684,351,0,1,1
go,episodes-create-help,63,4630.128,2066.000,2066.000,13308,693,0,42,35
go,episodes-create-help,64,4894.194,3502.000,875.000,13308,702,0,25,20
rust,episodes-create-help,64,2117.058,0.000,2052.000,6900,353,0,1,2
rust,episodes-create-help,65,2522.468,0.000,2055.000,6696,350,0,1,2
go,episodes-create-help,65,4833.481,2352.000,2352.000,13276,700,0,17,13
go,episodes-create-help,66,4377.444,1073.000,3219.000,13268,689,0,15,11
rust,episodes-create-help,66,1863.753,1793.000,0.000,6848,351,0,1,2
rust,episodes-create-help,67,1553.818,1500.000,0.000,6664,350,0,1,1
go,episodes-create-help,67,4408.081,2376.000,1584.000,13304,688,0,12,12
go,episodes-create-help,68,4527.033,2060.000,2060.000,13292,693,0,35,31
rust,episodes-create-help,68,2109.623,0.000,2049.000,6792,351,0,1,1
rust,episodes-create-help,69,1856.328,0.000,1779.000,6824,351,0,1,1
go,episodes-create-help,69,4449.268,1718.000,2577.000,13312,700,0,40,38
go,episodes-create-help,70,4083.131,1001.000,3005.000,13212,692,0,40,35
rust,episodes-create-help,70,1787.980,871.000,871.000,6716,354,0,1,1
rust,episodes-create-help,71,1306.824,0.000,1269.000,6876,352,0,1,1
go,episodes-create-help,71,4239.245,0.000,3829.000,13268,693,0,30,27
go,episodes-create-help,72,4166.006,2030.000,2030.000,13344,684,0,41,36
rust,episodes-create-help,72,2193.001,586.000,1172.000,6624,354,0,1,2
rust,episodes-create-help,73,1449.954,0.000,1404.000,6876,352,0,1,1
go,episodes-create-help,73,4146.139,2825.000,941.000,13348,703,0,40,33
go,episodes-create-help,74,4745.336,1032.000,3098.000,13276,693,0,41,34
rust,episodes-create-help,74,1909.457,1842.000,0.000,6712,352,0,1,2
rust,episodes-create-help,75,2033.500,0.000,1960.000,6804,351,0,1,1
go,episodes-create-help,75,5359.980,1976.000,2964.000,13348,710,0,46,43
go,episodes-create-help,76,5378.705,809.000,4045.000,13304,712,0,28,26
rust,episodes-create-help,76,2426.659,2024.000,0.000,6888,350,0,1,2
rust,episodes-create-help,77,1638.229,788.000,788.000,6840,350,0,1,2
go,episodes-create-help,77,4181.275,2054.000,2054.000,13312,695,0,41,33
go,episodes-create-help,78,5590.804,1685.000,3371.000,13312,701,0,41,36
rust,episodes-create-help,78,2334.535,0.000,2266.000,6884,350,0,1,1
rust,episodes-create-help,79,1984.448,0.000,1917.000,6576,353,0,1,1
go,episodes-create-help,79,5100.391,3685.000,921.000,13300,702,0,27,24
go,episodes-create-help,80,4961.692,1782.000,2673.000,13308,708,0,21,18
rust,episodes-create-help,80,2147.405,0.000,2083.000,6408,357,0,1,2
rust,episodes-create-help,81,2246.211,1806.000,0.000,6756,349,0,1,2
go,episodes-create-help,81,5194.890,1014.000,4056.000,13292,700,0,46,38
go,episodes-create-help,82,4493.361,2031.000,2031.000,13344,694,0,34,30
rust,episodes-create-help,82,2101.668,1020.000,1020.000,6788,349,0,1,1
rust,episodes-create-help,83,1957.837,944.000,944.000,6744,351,0,1,1
go,episodes-create-help,83,4896.950,2631.000,1754.000,13308,693,0,43,35
go,episodes-create-help,84,4726.420,2562.000,1708.000,13308,693,0,21,19
rust,episodes-create-help,84,1777.038,862.000,862.000,6632,351,0,1,2
rust,episodes-create-help,85,1875.974,751.000,751.000,6828,351,0,1,2
go,episodes-create-help,85,3784.920,2473.000,1236.000,13220,707,0,40,35
go,episodes-create-help,86,4568.653,826.000,3304.000,13292,702,0,40,31
rust,episodes-create-help,86,1904.358,0.000,1840.000,6632,353,0,1,2
rust,episodes-create-help,87,1405.951,0.000,1360.000,6668,349,0,1,1
go,episodes-create-help,87,3926.166,1917.000,1917.000,13292,706,0,14,8
go,episodes-create-help,88,5513.959,1546.000,3092.000,13308,699,0,44,39
rust,episodes-create-help,88,1954.502,1896.000,0.000,6624,354,0,1,2
rust,episodes-create-help,89,1804.431,0.000,1747.000,6868,353,0,1,1
go,episodes-create-help,89,4747.158,1060.000,3181.000,13292,706,0,28,23
go,episodes-create-help,90,4147.842,1016.000,3049.000,13288,701,0,41,33
rust,episodes-create-help,90,2125.303,0.000,2058.000,6768,353,0,1,1
rust,episodes-create-help,91,1433.082,1388.000,0.000,6908,352,0,1,1
go,episodes-create-help,91,4888.794,1758.000,2637.000,13300,704,0,45,40
go,episodes-create-help,92,4228.433,2868.000,956.000,13300,693,0,37,30
rust,episodes-create-help,92,1810.722,878.000,878.000,6792,351,0,1,1
rust,episodes-create-help,93,1919.194,929.000,929.000,6712,352,0,1,1
go,episodes-create-help,93,4710.970,0.000,3968.000,13300,701,0,30,22
go,episodes-create-help,94,3911.517,1914.000,1914.000,13292,692,0,38,34
rust,episodes-create-help,94,2122.858,865.000,865.000,6408,356,0,1,2
rust,episodes-create-help,95,1523.943,0.000,1469.000,6600,350,0,1,2
go,episodes-create-help,95,4495.896,816.000,3267.000,13308,703,0,41,35
