implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
go,episodes-create-help,96,5181.895,1157.000,3473.000,13300,703,0,16,12
rust,episodes-create-help,96,1740.680,1683.000,0.000,6784,351,0,1,2
rust,episodes-create-help,97,1720.623,0.000,1667.000,6888,351,0,1,1
go,episodes-create-help,97,4328.281,2882.000,960.000,13300,683,0,14,8
go,episodes-create-help,98,4273.157,0.000,3902.000,13288,692,0,13,8
rust,episodes-create-help,98,1959.832,950.000,950.000,6728,351,0,1,2
rust,episodes-create-help,99,1533.612,0.000,1489.000,6792,351,0,1,1
go,episodes-create-help,99,4505.534,1106.000,3320.000,13276,692,0,45,41
go,episodes-create-help,100,5298.413,1937.000,2906.000,13308,707,0,43,39
rust,episodes-create-help,100,1727.987,837.000,837.000,6820,350,0,1,2
rust,episodes-create-help,101,1567.105,757.000,757.000,6740,351,0,1,1
go,episodes-create-help,101,4312.341,2108.000,2108.000,13276,690,0,16,13
go,episodes-create-help,102,4042.515,2971.000,990.000,13304,691,0,14,7
rust,episodes-create-help,102,2346.939,1131.000,1131.000,6708,350,0,1,2
rust,episodes-create-help,103,1614.312,0.000,1543.000,6664,355,0,1,1
go,episodes-create-help,103,4123.648,934.000,2804.000,13344,694,0,21,16
go,episodes-create-help,104,5568.892,2471.000,2471.000,13212,689,0,39,34
rust,episodes-create-help,104,2163.344,0.000,2102.000,6872,350,0,1,1
rust,episodes-create-help,105,1653.326,799.000,799.000,6644,350,0,1,1
go,episodes-create-help,105,3872.867,0.000,3766.000,13312,685,0,40,35
go,episodes-create-help,106,4735.776,3238.000,1079.000,13308,689,0,38,33
rust,episodes-create-help,106,2236.682,0.000,1752.000,6788,352,0,1,1
rust,episodes-create-help,107,1603.682,1552.000,0.000,6728,351,0,1,1
go,episodes-create-help,107,3989.755,2928.000,976.000,13344,700,0,16,13
go,episodes-create-help,108,4033.168,2965.000,988.000,13308,688,0,16,13
rust,episodes-create-help,108,2114.983,883.000,883.000,6756,350,0,1,2
rust,episodes-create-help,109,1681.028,0.000,1621.000,6580,351,0,1,1
go,episodes-create-help,109,5254.682,2873.000,1915.000,13304,699,0,44,36
go,episodes-create-help,110,4356.975,841.000,3364.000,13344,698,0,39,30
rust,episodes-create-help,110,1934.354,0.000,1885.000,6660,350,0,1,1
rust,episodes-create-help,111,1825.149,1760.000,0.000,6584,351,0,1,2
go,episodes-create-help,111,5033.596,1977.000,2966.000,13308,702,0,46,37
go,episodes-create-help,112,4639.737,1821.000,2732.000,13212,685,0,14,8
rust,episodes-create-help,112,2323.786,956.000,956.000,6764,350,0,1,2
rust,episodes-create-help,113,1781.316,858.000,858.000,6492,357,0,1,1
go,episodes-create-help,113,4241.930,1037.000,3111.000,13304,687,0,15,11
go,episodes-create-help,114,4899.135,3848.000,962.000,13304,696,0,43,37
rust,episodes-create-help,114,2283.149,1107.000,1107.000,6492,357,0,1,1
rust,episodes-create-help,115,2282.548,1857.000,0.000,6964,353,0,1,2
go,episodes-create-help,115,4059.156,2976.000,992.000,13292,689,0,15,11
go,episodes-create-help,116,3999.454,3915.000,0.000,13308,687,0,39,37
rust,episodes-create-help,116,1868.181,1801.000,0.000,6916,350,0,1,1
rust,episodes-create-help,117,2260.316,0.000,1818.000,6864,351,0,1,2
go,episodes-create-help,117,4614.317,2254.000,2254.000,13312,705,0,45,40
go,episodes-create-help,118,4580.334,2683.000,1789.000,13276,692,0,19,12
rust,episodes-create-help,118,2119.613,1023.000,1023.000,6676,350,0,1,1
rust,episodes-create-help,119,1723.197,0.000,1668.000,6876,353,0,1,1
go,episodes-create-help,119,4476.639,1014.000,3043.000,13348,686,0,16,13
go,episodes-create-help,120,4145.759,4053.000,0.000,13304,696,0,14,8
rust,episodes-create-help,120,2332.432,1245.000,622.000,6736,352,0,1,2
rust,episodes-create-help,121,1541.485,0.000,1492.000,6876,352,0,1,1
go,episodes-create-help,121,4793.114,3413.000,853.000,13308,688,0,20,13
go,episodes-create-help,122,4626.242,908.000,3633.000,13344,689,0,16,12
rust,episodes-create-help,122,2108.501,1022.000,1022.000,6880,353,0,1,1
rust,episodes-create-help,123,1994.367,0.000,1625.000,6792,351,0,1,2
go,episodes-create-help,123,3858.709,1891.000,1891.000,13348,694,0,38,35
go,episodes-create-help,124,4125.181,1833.000,1833.000,13308,698,0,18,16
rust,episodes-create-help,124,2183.742,0.000,2108.000,6872,352,0,1,2
rust,episodes-create-help,125,1972.055,0.000,1909.000,6852,353,0,1,1
go,episodes-create-help,125,4163.742,3057.000,1019.000,13276,692,0,29,27
go,episodes-create-help,126,4305.919,3153.000,1051.000,13308,696,0,40,33
rust,episodes-create-help,126,2039.561,0.000,1977.000,6740,351,0,1,1
rust,episodes-create-help,127,1621.336,0.000,1563.000,6672,349,0,1,1
go,episodes-create-help,127,4837.478,1746.000,2619.000,13312,692,0,37,30
go,episodes-create-help,128,4510.182,1637.000,2455.000,13312,692,0,40,36
rust,episodes-create-help,128,2145.491,0.000,2067.000,6740,351,0,1,2
rust,episodes-create-help,129,1826.712,0.000,1760.000,6848,350,0,1,1
go,episodes-create-help,129,4482.081,1011.000,3033.000,13292,692,0,38,35
go,episodes-create-help,130,3874.028,951.000,2855.000,13288,702,0,19,12
rust,episodes-create-help,130,2379.670,1972.000,0.000,6988,353,0,1,2
rust,episodes-create-help,131,1858.011,0.000,1795.000,6684,355,0,1,2
go,episodes-create-help,131,4519.241,2458.000,1638.000,13344,686,0,40,34
go,episodes-create-help,132,4702.915,1061.000,3184.000,13308,703,0,37,32
rust,episodes-create-help,132,2012.741,0.000,1957.000,6504,356,0,1,1
rust,episodes-create-help,133,1759.526,1687.000,0.000,6680,353,0,1,1
go,episodes-create-help,133,5369.106,2225.000,2225.000,13212,693,0,24,19
go,episodes-create-help,134,5686.342,3067.000,2045.000,13308,685,0,38,33
rust,episodes-create-help,134,2761.259,756.000,1512.000,6652,351,0,1,2
rust,episodes-create-help,135,1993.576,961.000,961.000,6864,352,0,1,2
go,episodes-create-help,135,5026.613,1811.000,2717.000,13276,689,0,41,36
go,episodes-create-help,136,4482.652,2610.000,1740.000,13276,692,0,42,35
rust,episodes-create-help,136,1921.589,0.000,1872.000,6744,351,0,1,1
rust,episodes-create-help,137,2224.620,874.000,874.000,6792,352,0,1,2
go,episodes-create-help,137,3977.172,1950.000,1950.000,13148,693,0,14,11
go,episodes-create-help,138,4733.693,2098.000,2098.000,13300,692,0,26,22
rust,episodes-create-help,138,1843.634,1792.000,0.000,6668,352,0,1,1
rust,episodes-create-help,139,1736.402,0.000,1667.000,6892,352,0,1,1
go,episodes-create-help,139,4096.456,1850.000,1850.000,13308,689,0,34,28
go,episodes-create-help,140,3703.016,2728.000,909.000,13288,692,0,39,33
rust,episodes-create-help,140,1809.088,877.000,877.000,6476,358,0,1,2
rust,episodes-create-help,141,1219.822,1184.000,0.000,6688,351,0,1,1
go,episodes-create-help,141,3436.606,0.000,3385.000,13172,679,0,30,24
go,episodes-create-help,142,4179.703,2232.000,1488.000,13300,704,0,39,28
rust,episodes-create-help,142,1666.561,1614.000,0.000,6816,351,0,1,2
rust,episodes-create-help,143,1565.731,752.000,752.000,6692,350,0,1,2
go,episodes-create-help,143,4038.046,1985.000,1985.000,13292,698,0,41,34
go,episodes-create-help,144,5629.715,3393.000,1696.000,13312,702,0,47,42
rust,episodes-create-help,144,2346.379,0.000,2281.000,6708,351,0,1,1
rust,episodes-create-help,145,1997.052,956.000,956.000,6808,350,0,1,2
go,episodes-create-help,145,4304.617,1939.000,1939.000,13308,689,0,39,31
go,episodes-create-help,146,4582.338,1629.000,2444.000,13344,708,0,41,35
rust,episodes-create-help,146,2032.087,968.000,968.000,6644,350,0,1,2
rust,episodes-create-help,147,1742.783,835.000,835.000,6792,351,0,1,2
go,episodes-create-help,147,4340.655,979.000,2938.000,13276,703,0,41,36
go,episodes-create-help,148,4793.686,1716.000,2574.000,13276,692,0,42,38
rust,episodes-create-help,148,2021.588,983.000,983.000,6756,349,0,1,1
rust,episodes-create-help,149,1840.377,0.000,1767.000,6676,351,0,1,1
go,episodes-create-help,149,4643.423,1045.000,3137.000,13292,709,0,40,32
go,episodes-create-help,150,4970.690,974.000,3896.000,13304,700,0,43,38
rust,episodes-create-help,150,2234.487,604.000,1209.000,6740,351,0,1,2
rust,episodes-create-help,151,1507.843,1460.000,0.000,6952,351,0,1,1
go,episodes-create-help,151,4372.514,1981.000,1981.000,13308,687,0,40,34
go,episodes-create-help,152,4889.286,3267.000,1089.000,13288,690,0,41,35
rust,episodes-create-help,152,1880.181,913.000,913.000,6876,353,0,1,2
rust,episodes-create-help,153,2084.856,814.000,814.000,6728,352,0,1,2
go,episodes-create-help,153,4389.387,1716.000,2574.000,13332,703,0,40,35
go,episodes-create-help,154,4773.758,2597.000,1731.000,13212,705,0,41,35
rust,episodes-create-help,154,1847.571,0.000,1791.000,6792,351,0,1,1
rust,episodes-create-help,155,1944.272,0.000,1563.000,6712,350,0,1,1
go,episodes-create-help,155,4131.503,1006.000,3018.000,13308,702,0,38,33
go,episodes-create-help,156,4449.439,2175.000,2175.000,13312,693,0,44,39
rust,episodes-create-help,156,2127.015,0.000,2060.000,6860,353,0,1,1
rust,episodes-create-help,157,2129.902,857.000,857.000,6492,357,0,1,2
go,episodes-create-help,157,4350.804,1581.000,2372.000,13288,693,0,39,33
go,episodes-create-help,158,4364.169,2144.000,2144.000,13348,694,0,43,38
rust,episodes-create-help,158,1949.222,0.000,1894.000,6660,351,0,1,1
rust,episodes-create-help,159,1567.244,757.000,757.000,6788,353,0,1,1
go,episodes-create-help,159,4361.945,982.000,2946.000,13292,688,0,40,34
go,episodes-create-help,160,4190.403,2053.000,2053.000,13276,700,0,15,11
rust,episodes-create-help,160,2285.895,0.000,1894.000,6748,350,0,1,2
rust,episodes-create-help,161,1746.441,844.000,844.000,6684,353,0,1,2
go,episodes-create-help,161,4293.626,3154.000,1051.000,13288,689,0,35,34
go,episodes-create-help,162,4454.940,1012.000,3037.000,13344,693,0,27,24
rust,episodes-create-help,162,2696.926,730.000,1461.000,6752,350,0,1,3
rust,episodes-create-help,163,1611.939,1544.000,0.000,6684,355,0,1,2
go,episodes-create-help,163,4044.569,1838.000,1838.000,13344,698,0,38,35
go,episodes-create-help,164,3716.322,2738.000,912.000,13300,691,0,38,34
rust,episodes-create-help,164,1538.330,0.000,1500.000,6884,351,0,1,1
rust,episodes-create-help,165,1290.846,0.000,1240.000,6600,354,0,1,1
go,episodes-create-help,165,4583.090,3160.000,1053.000,13344,710,0,44,38
go,episodes-create-help,166,4598.911,0.000,4248.000,13176,693,0,15,12
rust,episodes-create-help,166,1612.138,782.000,782.000,6476,359,0,1,2
rust,episodes-create-help,167,1352.421,1311.000,0.000,6800,352,0,1,1
go,episodes-create-help,167,3981.150,0.000,3619.000,13308,693,0,40,34
go,episodes-create-help,168,4116.283,0.000,4031.000,13300,688,0,16,11
rust,episodes-create-help,168,2243.054,0.000,1793.000,6828,351,0,1,1
rust,episodes-create-help,169,1552.476,0.000,1502.000,6748,349,0,1,1
go,episodes-create-help,169,4929.320,2894.000,1929.000,13276,696,0,48,41
go,episodes-create-help,170,4386.110,1988.000,1988.000,13304,687,0,39,35
rust,episodes-create-help,170,1850.626,0.000,1797.000,6740,351,0,1,2
rust,episodes-create-help,171,1654.619,0.000,1577.000,6792,351,0,1,2
go,episodes-create-help,171,4400.247,0.000,4321.000,13164,697,0,16,12
go,episodes-create-help,172,4283.126,1546.000,2319.000,13276,704,0,38,34
rust,episodes-create-help,172,1790.864,1736.000,0.000,6792,352,0,1,2
rust,episodes-create-help,173,1810.431,0.000,1436.000,6872,353,0,1,2
go,episodes-create-help,173,3754.413,3691.000,0.000,13276,714,0,40,35
go,episodes-create-help,174,3954.820,971.000,2913.000,13348,711,0,42,35
rust,episodes-create-help,174,1787.598,872.000,872.000,6864,352,0,1,1
rust,episodes-create-help,175,1655.590,0.000,1604.000,6908,351,0,1,1
go,episodes-create-help,175,4986.818,2686.000,1790.000,13304,706,0,39,32
go,episodes-create-help,176,4321.319,1565.000,2347.000,13312,687,0,23,18
rust,episodes-create-help,176,1664.988,0.000,1619.000,6836,350,0,1,2
rust,episodes-create-help,177,1395.121,0.000,1354.000,6684,351,0,1,1
go,episodes-create-help,177,4409.884,988.000,2965.000,13288,692,0,41,35
go,episodes-create-help,178,4291.322,841.000,3364.000,13276,708,0,24,20
rust,episodes-create-help,178,1903.326,1850.000,0.000,6740,351,0,1,1
rust,episodes-create-help,179,2139.459,0.000,1476.000,6592,350,0,1,2
go,episodes-create-help,179,4372.264,1070.000,3210.000,13344,702,0,43,39
go,episodes-create-help,180,4251.627,2096.000,2096.000,13312,687,0,38,31
rust,episodes-create-help,180,1858.110,0.000,1808.000,6668,350,0,1,1
rust,episodes-create-help,181,1790.674,692.000,692.000,6692,351,0,1,2
go,episodes-create-help,181,4515.934,2032.000,2032.000,13312,694,0,43,36
go,episodes-create-help,182,3882.454,3817.000,0.000,13288,694,0,39,34
rust,episodes-create-help,182,1693.089,0.000,1651.000,6792,352,0,1,1
rust,episodes-create-help,183,1799.972,0.000,1734.000,6756,351,0,1,1
go,episodes-create-help,183,4303.615,2728.000,909.000,13348,702,0,24,19
go,episodes-create-help,184,3839.773,1885.000,1885.000,13276,711,0,34,32
rust,episodes-create-help,184,1606.518,0.000,1571.000,6828,352,0,1,1
rust,episodes-create-help,185,1648.637,0.000,1317.000,6752,352,0,1,2
go,episodes-create-help,185,4348.670,784.000,3138.000,13212,703,0,41,37
go,episodes-create-help,186,4141.531,2005.000,2005.000,13212,703,0,42,37
rust,episodes-create-help,186,1921.860,935.000,935.000,6748,351,0,1,1
rust,episodes-create-help,187,1913.706,772.000,772.000,6772,351,0,1,2
go,episodes-create-help,187,4004.392,3595.000,0.000,13344,693,0,38,31
go,episodes-create-help,188,4319.846,1940.000,1940.000,13288,707,0,39,35
rust,episodes-create-help,188,1716.745,834.000,834.000,6756,350,0,1,2
rust,episodes-create-help,189,1457.037,0.000,1416.000,6780,351,0,1,1
go,episodes-create-help,189,4112.296,934.000,2803.000,13276,693,0,40,36
go,episodes-create-help,190,4023.108,897.000,2693.000,13292,701,0,15,11
rust,episodes-create-help,190,1641.774,795.000,795.000,6856,351,0,1,2
rust,episodes-create-help,191,1586.330,764.000,764.000,6804,352,0,1,2
go,episodes-create-help,191,3763.871,0.000,3700.000,13276,698,0,15,11
go,episodes-create-help,192,4747.329,2419.000,1613.000,13292,703,0,39,31
rust,episodes-create-help,192,1692.329,0.000,1645.000,6936,352,0,1,2
rust,episodes-create-help,193,1404.068,0.000,1365.000,6748,351,0,1,1
go,episodes-create-help,193,3841.528,1883.000,1883.000,13308,686,0,38,33
go,episodes-create-help,194,5130.367,2014.000,3021.000,13300,699,0,45,38
rust,episodes-create-help,194,2258.824,0.000,2172.000,6760,351,0,1,1
rust,episodes-create-help,195,2416.791,0.000,1949.000,6836,353,0,1,2
go,episodes-create-help,195,4574.623,3580.000,895.000,13292,692,0,34,30
go,episodes-create-help,196,5369.869,976.000,3906.000,13276,704,0,43,39
rust,episodes-create-help,196,2592.610,0.000,2144.000,6784,353,0,1,2
rust,episodes-create-help,197,1770.276,0.000,1704.000,6668,355,0,1,2
go,episodes-create-help,197,4280.731,837.000,3349.000,13292,701,0,43,38
go,episodes-create-help,198,4359.079,2136.000,2136.000,13292,700,0,42,37
rust,episodes-create-help,198,2506.779,0.000,2062.000,6744,352,0,1,2
rust,episodes-create-help,199,2417.912,0.000,1896.000,6728,351,0,1,1
go,episodes-create-help,199,4869.579,1894.000,2841.000,13292,709,0,27,20
go,episodes-create-help,200,5946.442,1799.000,3599.000,13344,708,0,43,41
rust,episodes-create-help,200,2431.608,974.000,974.000,6780,351,0,1,2
rust,episodes-create-help,201,1861.969,0.000,1791.000,6824,351,0,1,2
go,episodes-create-help,201,4209.728,2062.000,2062.000,13308,702,0,42,38
go,episodes-create-help,202,4780.041,939.000,3757.000,13292,693,0,42,38
rust,episodes-create-help,202,2523.761,683.000,1367.000,6848,353,0,1,2
rust,episodes-create-help,203,1880.301,0.000,1812.000,6820,352,0,1,2
go,episodes-create-help,203,4742.039,3491.000,1163.000,13292,701,0,17,12
go,episodes-create-help,204,4979.844,2699.000,1799.000,13308,706,0,43,40
rust,episodes-create-help,204,1859.002,0.000,1809.000,6732,350,0,1,1
rust,episodes-create-help,205,1577.574,764.000,764.000,6684,352,0,1,1
go,episodes-create-help,205,5939.017,1704.000,3409.000,13292,696,0,41,38
go,episodes-create-help,206,4619.609,2269.000,2269.000,13308,701,0,42,38
rust,episodes-create-help,206,2786.224,0.000,2333.000,6824,351,0,1,2
rust,episodes-create-help,207,2248.615,0.000,2167.000,6648,350,0,1,2
go,episodes-create-help,207,4448.447,1738.000,2607.000,13300,683,0,15,11
go,episodes-create-help,208,4323.412,2119.000,2119.000,13312,692,0,40,38
rust,episodes-create-help,208,2116.086,0.000,2034.000,6680,355,0,1,1
rust,episodes-create-help,209,1566.883,0.000,1515.000,6912,353,0,1,1
go,episodes-create-help,209,5838.708,3506.000,1753.000,13160,693,0,41,37
go,episodes-create-help,210,4335.345,3186.000,1062.000,13292,700,0,18,11
rust,episodes-create-help,210,2050.272,0.000,1991.000,6792,350,0,1,1
rust,episodes-create-help,211,2000.317,814.000,814.000,6672,350,0,1,2
go,episodes-create-help,211,4238.093,3110.000,1036.000,13212,688,0,32,31
go,episodes-create-help,212,4650.507,0.000,4554.000,13292,707,0,42,38
rust,episodes-create-help,212,2036.886,991.000,991.000,6876,353,0,1,1
rust,episodes-create-help,213,1587.503,0.000,1534.000,6824,352,0,1,1
go,episodes-create-help,213,4360.000,986.000,2959.000,13344,696,0,37,33
go,episodes-create-help,214,4467.984,3490.000,872.000,13236,694,0,42,36
rust,episodes-create-help,214,2308.617,0.000,1885.000,6660,354,0,1,2
rust,episodes-create-help,215,1624.712,0.000,1570.000,6756,349,0,1,2
go,episodes-create-help,215,5323.931,962.000,3848.000,13148,682,0,18,16
go,episodes-create-help,216,5067.570,1827.000,2740.000,13344,688,0,20,17
rust,episodes-create-help,216,2148.686,1040.000,1040.000,6764,350,0,1,2
rust,episodes-create-help,217,1653.827,1599.000,0.000,6732,351,0,1,1
go,episodes-create-help,217,4592.548,2083.000,2083.000,13244,704,0,32,30
go,episodes-create-help,218,4347.097,828.000,3315.000,13276,701,0,40,35
rust,episodes-create-help,218,2146.743,1045.000,1045.000,6712,353,0,1,1
rust,episodes-create-help,219,1423.674,0.000,1376.000,6852,352,0,1,1
go,episodes-create-help,219,3795.702,930.000,2792.000,13304,688,0,16,11
go,episodes-create-help,220,5211.500,3550.000,887.000,13276,692,0,42,39
rust,episodes-create-help,220,2007.351,968.000,968.000,6824,352,0,1,2
rust,episodes-create-help,221,2245.649,0.000,1766.000,6756,354,0,1,2
go,episodes-create-help,221,5211.110,3025.000,2016.000,13268,688,0,47,42
go,episodes-create-help,222,4828.952,2848.000,1898.000,13292,706,0,42,36
rust,episodes-create-help,222,2618.109,0.000,2175.000,6656,350,0,1,2
rust,episodes-create-help,223,1916.831,0.000,1849.000,6752,350,0,1,2
go,episodes-create-help,223,5027.885,1970.000,2956.000,13308,694,0,46,38
go,episodes-create-help,224,5388.764,1605.000,3211.000,13208,683,0,38,35
rust,episodes-create-help,224,2107.639,1020.000,1020.000,6668,352,0,1,2
rust,episodes-create-help,225,2185.005,0.000,1743.000,6888,352,0,1,2
go,episodes-create-help,225,4763.799,1867.000,2801.000,13304,687,0,16,11
go,episodes-create-help,226,4976.368,2724.000,1816.000,13292,684,0,46,38
rust,episodes-create-help,226,2087.933,1015.000,1015.000,6800,352,0,1,1
rust,episodes-create-help,227,1601.308,0.000,1554.000,6792,349,0,0,2
go,episodes-create-help,227,4255.193,3128.000,1042.000,13308,693,0,41,35
go,episodes-create-help,228,4467.103,2186.000,2186.000,13304,691,0,22,15
rust,episodes-create-help,228,2405.108,0.000,2337.000,6736,351,0,1,1
rust,episodes-create-help,229,1952.318,0.000,1884.000,6816,350,0,1,1
go,episodes-create-help,229,5002.277,2696.000,1797.000,13304,685,0,13,8
go,episodes-create-help,230,5184.219,3808.000,952.000,13240,703,0,44,37
rust,episodes-create-help,230,1966.745,0.000,1911.000,6720,350,0,1,2
rust,episodes-create-help,231,1838.504,716.000,716.000,6856,353,0,1,2
go,episodes-create-help,231,3640.750,1195.000,2391.000,13348,694,0,39,31
go,episodes-create-help,232,3693.810,893.000,2679.000,13308,693,0,40,31
rust,episodes-create-help,232,1811.152,0.000,1764.000,6648,350,0,1,1
rust,episodes-create-help,233,1329.188,0.000,1287.000,6720,352,0,1,1
go,episodes-create-help,233,3987.310,904.000,2713.000,13348,695,0,36,29
go,episodes-create-help,234,3209.058,2109.000,1054.000,13304,704,0,24,17
rust,episodes-create-help,234,1886.614,0.000,1536.000,6868,353,0,1,2
rust,episodes-create-help,235,1254.877,0.000,1215.000,6784,351,0,1,2
go,episodes-create-help,235,3550.491,3494.000,0.000,13348,690,0,39,30
go,episodes-create-help,236,4182.657,1898.000,1898.000,13308,701,0,26,24
rust,episodes-create-help,236,1703.841,0.000,1650.000,6732,351,0,1,1
rust,episodes-create-help,237,1733.346,0.000,1393.000,6672,350,0,1,2
go,episodes-create-help,237,4043.166,1839.000,1839.000,13260,693,0,42,36
go,episodes-create-help,238,3996.408,2939.000,979.000,13304,704,0,40,33
rust,episodes-create-help,238,1749.837,0.000,1708.000,6556,352,0,1,1
rust,episodes-create-help,239,1331.712,0.000,1291.000,6824,352,0,1,1
go,episodes-create-help,239,4306.120,2888.000,962.000,13292,690,0,37,35
go,episodes-create-help,240,4201.201,937.000,2813.000,13348,712,0,37,29
rust,episodes-create-help,240,2169.206,867.000,867.000,6652,352,0,1,2
rust,episodes-create-help,241,1311.604,1273.000,0.000,6824,352,0,1,1
go,episodes-create-help,241,4008.671,1969.000,1969.000,13308,694,0,41,37
go,episodes-create-help,242,4019.020,0.000,3593.000,13344,690,0,15,13
rust,episodes-create-help,242,2132.526,868.000,868.000,6884,350,0,1,2
rust,episodes-create-help,243,1490.321,721.000,721.000,6660,356,0,1,2
go,episodes-create-help,243,4159.203,932.000,2796.000,13276,683,0,34,31
go,episodes-create-help,244,3468.736,2272.000,1136.000,13276,704,0,13,10
rust,episodes-create-help,244,1848.001,768.000,768.000,6664,351,0,1,2
rust,episodes-create-help,245,1283.131,1247.000,0.000,6812,352,0,1,1
go,episodes-create-help,245,3703.968,0.000,3370.000,13308,693,0,28,22
go,episodes-create-help,246,3267.959,2140.000,1070.000,13300,690,0,24,18
rust,episodes-create-help,246,1656.081,0.000,1616.000,6792,351,0,1,1
rust,episodes-create-help,247,1342.261,1301.000,0.000,6692,350,0,1,1
go,episodes-create-help,247,3885.230,880.000,2640.000,13312,689,0,16,11
go,episodes-create-help,248,3425.265,840.000,2520.000,13300,687,0,35,27
rust,episodes-create-help,248,1661.089,0.000,1622.000,6880,351,0,1,1
rust,episodes-create-help,249,1362.992,0.000,1325.000,6832,350,0,1,1
go,episodes-create-help,249,4141.390,886.000,2658.000,13300,693,0,39,33
go,episodes-create-help,250,3452.666,2236.000,1118.000,13348,708,0,39,32
rust,episodes-create-help,250,1537.999,0.000,1503.000,6700,351,0,1,1
rust,episodes-create-help,251,1312.485,0.000,1273.000,6932,352,0,1,1
go,episodes-create-help,251,4050.830,998.000,2994.000,13312,693,0,38,31
go,episodes-create-help,252,3948.679,878.000,2635.000,13292,703,0,38,26
rust,episodes-create-help,252,1901.172,885.000,885.000,6860,351,0,1,1
rust,episodes-create-help,253,1620.163,786.000,786.000,6744,351,0,1,1
go,episodes-create-help,253,5394.505,905.000,3622.000,13308,696,0,37,34
go,episodes-create-help,254,4358.057,2349.000,1566.000,13308,708,0,20,15
rust,episodes-create-help,254,1804.069,0.000,1745.000,6860,352,0,1,2
rust,episodes-create-help,255,2188.512,0.000,1700.000,6832,351,0,1,2
go,episodes-create-help,255,4850.163,3561.000,1187.000,13304,691,0,42,36
go,episodes-create-help,256,4699.959,2093.000,2093.000,13276,688,0,40,35
rust,episodes-create-help,256,2243.364,0.000,1884.000,6716,352,0,1,2
rust,episodes-create-help,257,1518.472,731.000,731.000,6792,351,0,1,2
go,episodes-create-help,257,4503.290,4409.000,0.000,13288,709,0,22,13
go,episodes-create-help,258,5505.353,3016.000,2010.000,13216,681,0,16,14
rust,episodes-create-help,258,2154.608,0.000,2091.000,6864,352,0,1,2
rust,episodes-create-help,259,2601.037,1405.000,702.000,6768,352,0,1,2
go,episodes-create-help,259,4934.720,1916.000,2875.000,13308,702,0,46,42
go,episodes-create-help,260,5267.986,2845.000,1897.000,13264,705,0,43,34
rust,episodes-create-help,260,2067.225,0.000,2014.000,6688,354,0,1,1
rust,episodes-create-help,261,1716.144,833.000,833.000,6864,353,0,1,1
go,episodes-create-help,261,4839.200,949.000,3796.000,13308,704,0,35,30
go,episodes-create-help,262,4754.263,3488.000,1162.000,13148,679,0,16,11
rust,episodes-create-help,262,2010.978,837.000,837.000,6656,351,0,1,2
rust,episodes-create-help,263,1302.687,0.000,1261.000,6844,351,0,1,2
go,episodes-create-help,263,3972.414,1817.000,1817.000,13212,704,0,15,14
go,episodes-create-help,264,3699.320,1210.000,2420.000,13276,684,0,38,28
rust,episodes-create-help,264,1633.439,0.000,1592.000,6812,349,0,1,1
rust,episodes-create-help,265,1590.087,1268.000,0.000,6880,351,0,1,2
go,episodes-create-help,265,3518.680,1151.000,2302.000,13344,693,0,38,30
go,episodes-create-help,266,3699.721,1815.000,1815.000,13276,707,0,36,27
rust,episodes-create-help,266,1582.323,0.000,1544.000,6728,350,0,1,1
rust,episodes-create-help,267,1296.646,0.000,1258.000,6872,352,0,1,1
go,episodes-create-help,267,3856.795,2845.000,948.000,13276,684,0,39,33
go,episodes-create-help,268,3712.154,1118.000,2236.000,13292,694,0,36,27
rust,episodes-create-help,268,1807.676,0.000,1493.000,6752,350,0,1,2
rust,episodes-create-help,269,1211.947,0.000,1177.000,6860,351,0,1,1
go,episodes-create-help,269,3553.666,1606.000,1606.000,13308,695,0,24,19
go,episodes-create-help,270,3295.110,2162.000,1081.000,13308,691,0,36,31
rust,episodes-create-help,270,1516.069,739.000,739.000,6664,350,0,1,1
rust,episodes-create-help,271,1317.084,1268.000,0.000,6680,355,0,1,2
go,episodes-create-help,271,3268.071,0.000,3219.000,13276,703,0,22,16
go,episodes-create-help,272,3716.341,1677.000,1677.000,13300,691,0,33,26
rust,episodes-create-help,272,1948.059,0.000,1571.000,6812,350,0,1,2
rust,episodes-create-help,273,1204.012,0.000,1164.000,6720,350,0,1,2
go,episodes-create-help,273,3309.569,2441.000,813.000,13268,703,0,16,10
go,episodes-create-help,274,3943.679,1673.000,1673.000,13344,693,0,29,24
rust,episodes-create-help,274,1510.869,1475.000,0.000,6744,352,0,1,1
rust,episodes-create-help,275,1196.397,0.000,1161.000,6716,350,0,1,1
go,episodes-create-help,275,4299.307,2189.000,1459.000,13300,693,0,39,32
go,episodes-create-help,276,3556.762,2329.000,1164.000,13276,692,0,38,32
rust,episodes-create-help,276,1577.144,0.000,1538.000,6736,351,0,1,1
rust,episodes-create-help,277,1289.372,0.000,1248.000,6860,352,0,1,1
go,episodes-create-help,277,3685.985,0.000,3630.000,13344,698,0,39,33
go,episodes-create-help,278,4029.170,2746.000,915.000,13300,708,0,40,29
rust,episodes-create-help,278,2267.740,0.000,1885.000,6876,350,0,1,2
rust,episodes-create-help,279,1707.919,821.000,821.000,6804,351,0,1,2
go,episodes-create-help,279,4335.616,978.000,2934.000,13276,705,0,14,9
go,episodes-create-help,280,4867.704,2865.000,1910.000,13184,681,0,17,11
